"When subtracting a surd from an integer, just subtracts the number under the surd from the integer",1301
believes that a fraction with the largest denominator will be smallest regardless of the numerator,1305
Believes the numerator is the top of a fraction ,1309
Only uses the closest angle to the unknown when using the angles in a straight line relationship,1314
Rounds to the wrong degree of accuracy (nearest ten rather than nearest whole number),1315
Identifies wrong place value column after decimal point,1317
"When multiplying surds in the form ✓a × b✓c, believes the answer is  ✓(abc)",1323
Has found area of triangle rather than area of square,1325
"When reading off from the left side of a back to back stem and leaf, mixes up the value of the leaf and the stem",1328
Believes they can still have the variable on both sides when making it the subject,1330
Believes angles in a quadrilateral sum to 450 degrees,1331
Believes volume of a cuboid is the area of the three unique faces multiplied together,1335
Does not understand the phrase to the power of,1337
Calculated the hours and minutes separately,1339
Multiplies instead of divides by 100 when converting a percentage to a decimal,1341
"When adding decimals, does not keep place value the same as the original digits",1342
"When substituting into an algebraic term, replaces variables with numbers without multiplying.",1343
Inserts brackets but not changed order of operation,1345
Mixes up squaring with repeating a digit,1346
Believes a circle achieves what a perpendicular bisector does,1347
Does not know the meaning of congruent,1351
Believes cumulative frequency is plotted at the midpoint of the class,1352
Believes two odd numbers multiply to give an even number,1353
Removes a zero from within the digits when rounding,1355
Does not know how to round up when a decimal place value column contains a 9,1359
Subtracts instead of multiplies when using grid method,1366
Confuses parallel and transversal,1368
Halves the radius to find the diameter,1369
Ordered from largest to smallest,1372
Confuses the radius and theta when working with sectors ,1375
Square roots when asked for second multiple,1377
"When solving a problem using written division (bus-stop method), carries the wrong digit",1378
Believes the gradient is where the line intersects the y axis,1381
"When given two similar objects and asked to find the length scale factor, believes the length scale factor is the area scale factor",1382
Struggles to draw 3D shapes on isometric paper,1385
Believes having the gradient and y-intercept is not enough information to write an equation for a straight line,1390
Does not know how to find the y intercept when given two other sets of coordinates that lie on a straight line,1391
"When calculating volume expressed in cubes, counts the visible cubes only",1395
Believes point will move diagonally when reflecting in a horizontal or vertical line,1397
Believes the sin graph relates to the cos function,1401
"Believes that when multiplying an integer by a decimal greater than 1, you multiply by the integer component of the decimal but add on the decimal component multiplied by 10.",1404
Cannot accurately estimate capacity,1405
Confuses histograms with bar charts,1407
Confuses 'and' with 'or' in probability,1409
Believes y=f(-x) is a reflection in y=x,1412
Assumes the negative sign in a power has no meaning,1413
Believes instant change of velocity is possible. ,1414
Struggles to estimate 3D volume,1423
Believes any adjacent angles sum to 180 degrees,1434
Believes division of surds always results in an integer,1438
"When solving simultaneous equations, assumes every variable has equal value.",1439
"Thinks decimal place value works the same as integer place value, ones will follow tenths",1441
"When calculating perimeter, only adds two sides",1446
Believes the solutions of a quadratic equation are the negative of the absolute values of the constants in the factorised form,1448
Assumes that the square root is the only type of root,1451
Believes they can eliminate a variable without making the coefficients the same in simultaneous equations,1454
Believes height represents frequency on a histogram,1462
"When adding fractions, adds the numerators and multiplies the denominators",1463
Uses outcome as numerator in probability ,1465
Thinks there are 100kg in a ton,1466
"Believes that they can reverse a percentage decrease by dividing by the decimal multiplier of the percentage itself, not the multiplier for the percentage decrease.",1472
Forgets to add on the starting value when identifying a position on a number line,1474
Believes y=f(-x) is reflection in the x-axis,1475
Thinks 1 square metre = 1000 square centimetres,1476
"When using a scale factor greater than 1, thinks you multiply by the scale factor to go from the larger to the smaller shape.",1477
"When expressing one quantity (x) as a fraction of another (y), believes the answer is 1/x.",1478
Believes you only need to multiply the integer by the integer in a integer x decimal calculation,1482
"When given an error interval for a decimal that ends in a zero, thinks you give the error interval as if the zero was not present (e.g. 1dp rather than 2dp)",1485
"When using the capture-recapture method for sampling, believes you subtract the number marked second from the number caught second to find the best estimate of population size",1486
"Believes an outlier is the smallest value in a data set, even if this value is close to the mean",1489
Thinks the positive and negative terms in a sequence will have the same absolute values,1493
Ignores grouping within a fraction and carries out the division first,1496
Thinks the plan view is taken from an angle to include aspects of the side view,1497
"Does not understand that a scale factor of enlargement greater than -1, will create a larger image on the other side of the centre of enlargement from the original",1498
Multiplied the base numbers,1501
"When calculating the group width of a group from a grouped frequency table, believes this is found by midpoint multiplied by frequency",1502
"When drawing a histogram, thinks you plot group midpoint on the horizontal axis",1503
"When multiplying surds, adds the numbers under the roots",1504
Believes transforming some terms in simultaneous equations is sufficient,1506
"When sketching graphs of factorised quadratics, does not see that the negative of the non variable terms in the brackets give the x intercepts or the roots of the graph.",1512
"When asked to take off a fraction of an amount, subtracts the fraction itself",1515
Mixes up smallest and largest when ordering decimals,1518
"Thinks that scale factors, other than one, can leave the dimensions of shapes unchanged",1521
Believes you plot frequency rather than cumulative frequency on a cumulative frequency diagram,1531
Does not take into account the whole amount when using a bar model to find a fraction,1538
Thinks a variable next to a number means write the digits together,1544
Believes you find the surface area of a prism by finding the total area of the unique faces,1545
Believes the horizontal axis on a cumulative frequency diagram is labelled upper bound,1546
Thinks that a unit fraction can be simplified further,1548
Does the reciprocal of both fractions when dividing fractions,1551
Believes that we cannot calculate the median of a dataset that contains negative numbers,1555
"When substituting into an algebraic term, believes they can disregard the coefficient",1562
Thinks the order of events does not matter in a question about combined probability with no replacement,1563
Does not recognise time as a variable from a worded scenario,1564
Miscounts the area of a shape when there are half squares,1565
Does not recognise suitable statistical diagrams for comparing results over time,1567
Uses term-to-term rule as numerical part of nth term rule,1569
Does not understand the 3-letter convention for labelling angles,1570
When scaling the perimeter multiplies the number of sides by the scale factor,1573
Struggles to visualise 2D triangles in a cuboid,1574
Includes too many possibilities when calculating a combined event in probability,1575
Divides rather than multiplies in a related calculation questions,1576
"When dividing a fraction by an integer, subtracts the integer from the denominator",1578
Does not realise that in standard form the decimal we use must be between 1 and 10,1579
"When drawing a cumulative frequency diagram, thinks you plot the frequency on the horizontal axis",1580
Thinks that two side views are interchangeable,1581
Does not recognise the origin as the starting point for coordinates,1583
Believes if a point is reflected in the line y=b then the y coordinate of the point will become 'b',1584
when reading a dash on a number line counts 1 dash too few when working out the divisions,1587
Thinks the division sign means to subtract,1589
Thinks the number of items give the number of different possible arrangements rather than using the product rule for counting,1592
Believes the proportion for a pie chart sector is equal to the frequency,1594
Confuses displacement-time graphs with velocity-time graphs,1603
Believes the gradient of perpendicular lines just have opposite signs,1607
Confuses the shaded and unshaded regions on an inequality diagram,1612
Does not know the symbol for proportionality ,1615
Believes a reciprocal equation will have a linear graph,1617
Believes zero cannot be raised to a power,1620
Uses difference as index instead of coefficient in nth term rule,1625
Believes ratios can be combined without equalizing common terms,1627
writes the remainder as the divisor divided by 10,1629
"When performing mental multiplication, multiplies accurately by a multiple of 10 but then does not know how to adjust their answer ",1634
Counts repeated factors as two separate factors,1638
"Believes that when increasing by a percentage over 100, they do not need to add an extra 1 to the decimal multiplier for the original amount",1643
Believes that numbers are read aloud digit by digit ,1647
Believes that all recurring decimals can be converted to a fraction by writing the digits of the decimal over 9,1649
Only includes full hours when measuring time in minutes,1650
Misunderstands how to adjust proportions for different sample sizes in stratified sampling,1653
Believes y=f(-x) is a reflection in y=-x,1654
Does not know the y intercept is where the x coordinate is 0,1662
Believes when frequencies multiply by a scale factor in a table the median also multiplies by that scale factor,1665
Uses addition instead of the associative property of multiplication,1679
Assumes grouped data is evenly distributed within each group,1681
Thinks the length of the hypotenuse is the sum of the two shorter sides,1683
"When finding the difference between two marks on a scale, counts lines instead of gaps",1684
Confuses angle of a sector with the diameter,1685
Believes a line showing a constant rate of increase corresponds to a non-prism shape,1688
Believes the largest number in a set of numbers is always their lowest common multiple,1689
Mixes up total and part when forming expressions from worded problems,1692
Uses the whole base rather than half the base when forming a right angled triangle from an equilateral triangle,1698
Thinks there are 60 degrees in a full turn,1699
Believes you need to know the value of all algebraic variables before any general conclusions can be made,1700
Believes a factor pair doesn't have to be 2 integers,1709
Is not familiar with the names of the different parts of a fraction,1711
"Includes all faces when finding surface area of a compound shape, including those which are stuck together",1712
Believes inverse function notation means multiplying by negative 1,1713
Believes a rhombus has one pair of equal sides,1719
Believes a subtraction cannot be partitioned into separate subtractions,1722
Assumes all journeys of the same distance take the same amount of time,1723
Rounds the wrong way when interpreting a real-life context,1727
"When solving a pair of simultaneous equations, thinks they need to make the coefficients of both variables the same",1728
"When solving simultaneous equations, finds the correct numbers to transform the equations, but uses them the wrong way around.",1729
Thinks a factor tree splits a number into a pair of numbers that sum to the given number.,1732
Believes clock times can be written with a decimal point rather than a colon,1736
Does not understand changing decimals to fractions,1739
Adds or subtracts the degree of accuracy from the original number,1742
Believes a quadratic graph can be a straight line,1745
"When using the capture-recapture method of sampling, believes you multiply the number caught second by the number marked second to get the best estimate of population size",1747
"Adds ""100"" to end of written value rather than multiplying by 100",1750
Believes a direct proportion graph can have a negative gradient,1753
Thinks two-tailed inequalities can have a constant in the middle,1754
Can not recognise all factor pairs of numbers,1758
"Thinks that when drawing the plan view, the top layer of the shape needs to be drawn in the row above ",1762
"Does not understand how to answer generalised statements (eg. by testing values to check for always, sometimes, never)",1765
Believes the y-intercept of a line is the solution to its equation,1768
Believes the proportion for a pie chart sector is 1 divided by the number of degrees,1770
Believes a reciprocal graph comes from a cubic equation,1772
"When multiplying a surd by an integer to write as one surd, squares the number under the surd rather than the number in front",1774
Confuses the graph of 1/x with 1/x² when both are shown,1777
Believes you subtract the number marked second from the estimated population to find the number marked first when using the capture-recapture method,1778
Thinks all dimensions given must be used when calculating the area,1780
Added the base numbers,1785
Thinks the elevation is taken from an angle to include aspects of the other side,1789
Assumes the range of a set of data starts at zero,1797
Believes 1 is a prime number,1798
"When converting fraction to ratio, thinks you just use the numerator and denominator as the numbers in the ratio ",1799
Believes they always divide by the conversion factor when converting units,1801
Adds instead of subtracts when finding the area of part of a shape,1802
"When dividing fractions, multiplies the numerators and multiplies the denominators",1804
does not realise that the product of prime factors will also be a factor of the original number ,1808
"When multiplying fractions, adds the denominators and multiplies the numerators",1812
"Believes the probability on all branches travelling in the same direction on a tree diagram are the same, despite changing events",1816
Rounds every number down when estimating,1817
"When finding the nth term rule for a quadratic sequence, believes that the coefficient of n squared is the second difference",1821
Thinks they multiply the numerator and denominator together to convert a fraction to a percentage ,1822
Believes the solution of a quadratic is its turning point,1826
Believes the upper bound of an interval in a grouped frequency table is equivalent to the group width of the interval,1827
Believes they must change the direction of the inequality when dividing through by a positive number.,1829
Thinks area of a circle = radius x pi ,1830
"When drawing a histogram, thinks you plot frequency on the horizontal axis",1833
"Confuses the roles of initial capture, recapture, and total population in the capture-recapture method",1838
"When using interpolation to estimate frequency that is above a certain value, believes they can add the estimated frequency up to that value in its class, rather than the estimated frequency after it",1843
Uses length scale factor for area without squaring ,1844
Thinks the y coordinate of a point on the x axis is 1,1848
Thinks an enlargement of any scale factor keeps side lengths the same,1853
"Believes that if one number in a product decreases, the answer must increase. ",1855
Thinks multiplication and addition are the same,1856
Believes a cubic equation will have a linear graph,1857
Thinks the mode in a stem and leaf diagram  is the stem that has the most leaves ,1859
"When dividing numbers with different bases, subtracts the powers and subtracts the base numbers.",1865
Finds unit price then forgets to multiply up,1867
Believes the median is the midpoint of the range,1873
Believes the median is the frequency for the category in which it is located,1874
"In inverse proportion, believes that if one variable is a reciprocal, the other variable will be the reciprocal as well. ",1878
Believes midpoint of an interval is used rather than total frequency to calculate the sector angle for a pie chart,1879
Does not know the information each vertical line of a box plot represents,1888
Thinks the multiplication sign means to add,1890
Believes they can cross-cancel before flipping the second fraction when dividing fractions,1891
Does not recognise the sin graph,1892
Thinks the missing length has to be half the length of the side given,1899
Subtracted base numbers as well as powers,1901
Thinks all lines on a net will form edges in 3D,1903
Believes the numbers in factorising should multiply to give the coefficient of x and add to give the constant,1904
Believes that when finding bounds you round to the nearest whole number,1905
Confuses relative frequency and expected frequency,1910
"Gives the smallest whole when asked for the smallest fraction shaded, presented visually",1913
Believes that a fractional index also means you need to find the reciprocal,1919
Gets the dividend and divisor the wrong way round when doing long division,1922
"Believes you use the half of the base length to find the area of an isosceles triangle, following using it to find the perpendicular height",1926
Mixes up the numerator and denominator,1928
Believes it's ok to change the scale on an axis for the negative values,1930
Believes the opposite side is where the adjacent side is in a right angled triangle,1931
Believes that the reciprocal of a number is equal to that number (1/x = x),1933
Multiplied by the scale factor rather than divided in direct proportion problems,1934
"Divides length of original by length of image to find scale factor, rather than image by original.",1935
Believes the integer can be written before or after the surd eg. 3√2 = √2 3,1936
Ignores zeros when giving the value of an integer,1938
"Confuses the order of operations, believes subtraction comes before multiplication ",1941
Includes the intersection of a Venn diagram when asked to find the value of a set only,1943
Writes more than three repeated symbols next to each other in Roman numerals,1947
"Believes reflection in y=-x switches the signs of the coordinates, but not their numbers",1949
 Does not believe that a negative multiple of a vector is in the opposite direction,1951
Confuses class width and frequency when calculating frequency density,1952
Thinks that a percentage can be converted to a fraction using a denominator of 10 ,1955
Fails to identify mirror line,1961
Doesn't take into account cost when calculating expected return/profit,1962
Estimates obtuse angles as 90 degrees or less,1964
Counts a side length more than once when counting perimeter due to not marking a starting point,1967
Mixes up square numbers and even numbers,1969
Believes the gradient of a line is the root of its equation,1974
Does not understand the question,1975
Confuses section and whole when using a bar model,1977
"Believes that they can reverse a percentage increase by decreasing the new value by the same percentage, and vice versa",1979
"When dividing involving a multiple of 10, gives an answer 10 times smaller than it should be ",1983
Assumes any variable in a sum on the numerator can be divided by the denominator,1991
"When finding which term represents the median, thinks you divide the total number of terms by 2",1998
Believes multiplying by 0.1 is the same as multiplying by 10,2000
"When solving an equation,  subtracts instead of multiplying",2001
Confuses frequency polygons with cumulative frequency diagrams,2004
Multiplies all given dimensions when calculating the length of the hypotenuse in a right angled triangle,2005
"When substiting into an algebraic term, raises the coefficient to the power of the variable rather than multiplying the coefficient and the variable..",2008
Does not understand power notation,2010
"When drawing a histogram, thinks you plot cumulative frequency on the horizontal axis",2013
Believes if a point is reflected in the line x=a then the x coordinate of the point will become 'a',2014
Forgot to square both parts of the fraction,2015
Thinks a divide and a negative sign next to each other makes a minus,2018
"When there's a negative sign in the question, thinks the answer must be negative",2019
"When writing a number between zero and one in standard form, thinks the power is the negative of the number of decimal places",2028
Believes non-unit multiples of vectors can be the same length,2029
Rounds to the wrong degree of accuracy (1 decimal place rather than nearest whole number),2033
Identified the interior not exterior angle at a point,2036
Has estimated the length of the missing side length by looking at the image  rather than calculating it,2040
Fails to reflect across reflection line without a diagram,2041
Believes all numbers written in standard form must be smaller than any numbers written in ordinary form,2052
Thinks that the scale on axes has to match with the number of squares,2057
Assumes there are only 2 terms in the nth term formula for a quadratic sequence,2058
Ignores unlabelled angles when applying angle sum rules,2059
"When solving simultaneous equations graphically, they think the solutions are the x or y intercepts",2060
"Believes that when converting ratio to fractions, the denominator is the difference between the parts of the ratio",2061
Believes you multiply all of the values given when using the capture-recapture sampling method,2062
"When calculating volume expressed in cubes, counts the faces of all the cubes",2063
"Finds the range of possible values of the variable, rather than the range of recorded values",2064
Believes when calculating a probability the denominator will be the total of one of the criteria rather than the overall total that is required (gives a given that answer),2065
Thinks there are 10000ml in a litre,2067
"Believes that when factorising a quadratic equation with a coefficient of x squared, the two constants in the brackets are still the solutions of the equation with opposite signs",2070
"When describing the relationship between the parts in a ratio, replaces the : with a decimal point to say how many times bigger a part is than the other",2074
Misunderstands mixed number notation ,2075
Believes an algebraic term with the same coefficient as the value of a constant term can be subtracted to give zero,2076
Believes that points on an axis have equal x and y coordinates,2079
"When calculating volume expressed in cubes, counts only the squares on one face",2086
"When multiplying variables, thinks they add coefficients as well as powers",2088
"When asked to find a scale factor, assumes direction of enlargement does not matter",2089
When adding negatives believes that they can just add their absolute values and add a negative sign to the answer,2096
Confuses prime factors and factors,2097
Believes negative powers in standard form have the same impact as positive powers ,2099
"When asked to find an angle given in three letter convention, thinks the angle you want to find will be located at the vertex labelled with the last letter",2106
"Believes if a circle is divided into n equal sectors, the angles at the centre will each be n degrees",2108
Believes any of the angles can be used in the trigonometric formula for area of a triangle,2115
Does not round up when an answer is non-sensical in a real-life context,2116
Struggles to visualise elevations of 3D shapes,2118
Believes they do not have to say the point when reading a decimal aloud,2120
Increases by the given percentage rather than finding the percentage of an amount,2129
"When finding the square root of a decimal, ignores place value",2136
Believes that 'zero' is read as the letter 'O',2141
Believes a number written in standard form cannot have a lot of decimal places,2144
Believes the line y = mx - c will cross the y axis at c,2146
Thinks you cannot find the range if there are an even number of values,2151
Thinks the category with the most common bar height is the mode,2153
Multiplies rather than divides when answering worded problems,2158
Believes a number written in standard form is smaller than another number written in standard form if the number between 1 and 10 is smaller,2164
Thinks that we cannot calculate the range of negative numbers,2165
"When a subtraction of one positive number from another, results in a negative answer, they believe the answer is the sum of those 2 numbers with a negative sign put in front.",2167
Assumes a 1:1 conversion ratio between different currencies,2168
Believes that prime numbers can have more than two factors,2169
Subtracts numerators when dividing fractions with a common denominator,2170
Uses the total as the numerator of the fraction rather than the denominator.,2171
Subtracts instead of adding when asked to find a total,2172
Believes a parallelogram cannot have right angles,2174
Confuses objective and subjective,2176
Does not know that a reflection would not change the size of the shape,2177
Believes given two sides and one angle of a triangle there are multiple ways to draw the triangle,2182
Confuses consecutive and prime numbers,2183
Believes the equation of a straight line is y=-mx+c,2184
Thinks the missing length has to be half the length of the opposite side,2186
"Does not understand that enlargements can make shapes make shapes bigger, smaller and the same size",2188
Assumes the scale is the same when comparing two similar diagrams,2194
Does not know the definition of a prime number,2195
Believes the number of bars gives the total on a bar chart,2196
Believes that when dividing an integer by a power of 10 you add zeroes after the decimal point,2200
Does not know the definition of a composite number,2201
Thinks we have to add the base numbers as well as the powers when multiplying indices,2202
Thinks the largest number in a stem and leaf diagram comes from the first leaf next to the largest stem,2205
Believes we can categorise data as primary or secondary without knowing the source,2207
Believes interquartile range is the sum of the lower and upper quartiles,2211
Assumes regular shape refers only to a square,2213
Believes the mean from grouped data something divided by the sum of the midpoint values,2216
"Believes any co-interior angles are supplementary, not just those in parallel lines",2219
Out by 10 when subtracting,2222
"When dividing fractions, divides the denominators by each other",2223
Does not recall larger square numbers,2224
Subtracts rather than adds when using Pythagoras to find the hypotenuse,2227
Believes the mean is something divided by total,2229
Thinks that perpendicular lines do not meet at 90 degrees,2232
Thinks the reciprocal of a fraction is what number adds to that fraction to make one whole.,2233
Gives the first significant figure when asked for the second,2235
Does not know that co-interior angles sum to 180 degrees,2236
Converts a fraction to a decimal by placing the denominator after the decimal point,2242
Believes quartiles are at 1/4 and 3/4 through the range of the data,2243
"Thinks there are 10,000g in a kilogram",2244
Answers as if there are 10 seconds in a minute when changing from seconds to minutes,2246
Does not understand that a number is divisible by the factors of its factors,2247
Confuses calculations for cumulative frequency and estimated total from a grouped frequency table,2249
Believes the position number in a sequence does not have to be an integer,2253
Removes the decimal point when asked to round a decimal to a whole number,2254
Believes you subtract the number caught second from the estimated population to find the number marked first when using the capture-recapture method,2255
Believes you always reduce the numerator and denominator by 1 when writing the probability for a second pick without replacement on a tree diagram,2257
Believes when writing a number in standard form as an ordinary number you write any digits in the base (omitting the decimal point) and do not account for the power of 10,2258
Believes the mean is something divided by the sum of the categories given,2259
Chooses an incorrect point on the object when describing a 90 or 270 degree rotation,2267
Thinks the x coordinate of a point on the y axis is 1,2268
"When dividing involving a multiple of 10, gives an answer 10 times bigger than it should be ",2272
"When dividing variables, thinks they subtract coefficients as well as powers",2274
Has considered the percentage rather than the percentage of the amount,2276
"When factorising into double brackets, finds the correct values for the non variable terms but swops the plus and minus sign",2277
Subtracts rather than divides when answering worded problems,2278
Does not understand which months are in the Spring,2281
"When finding the missing length on similar shapes, just finds the difference between the given lengths",2283
Believes multiplying together all prime factors gives the highest common factor,2287
Uses the same value for both coordinates,2290
Thinks the orientation of the side view does not matter when identifying the direction of view,2293
Believes that Mid point multiplied by the Frequency in a grouped frequency table gives the frequency for that group.,2294
Believes probabilities can be greater than 1,2295
Mixes up smallest and greatest when ordering positive integers,2298
Believes any sample gives an equal chance of selection,2299
Forgets to include a marked right angle when performing angle calculations,2300
"Believes that Mid-point x Frequency in a grouped frequency table gives an accurate total, rather than an estimate.",2304
Does not know how to find the gradient of a straight line from two points,2310
Mixes up discrete and continuous data types,2313
Confuses negative and positive correlation,2315
Believes a percentage of a number will be a multiple of the percentage,2322
"When ordering decimals, believes the decimal point is not relevant",2323
Believes the y-intercept of a line is the root of its equation,2324
Believes data implies equal chance of selection,2325
"When using the capture-recapture method, believes the number caught second is the numerator and the number marked second is the denominator",2328
"When multiplying decimals, multiplies rather than divides when reinserting the decimal.",2335
"Struggles to visualise how an object will look in 3D when given a plan view, front and side elevation",2337
Believes the lower quartile is the lowest value in a list,2338
Believes that reciprocals are undefined for negative numbers,2339
Believes they add the conversion factor when converting between units,2342
Believes class width divided by frequency density gives frequency in a histogram,2347
Believes the number of edges on a 3D shape match those of the 2D cross section,2348
Believes even numbers can have odd multiples,2358
Thinks the scale factor is found by adding the lengths of two corresponding sides together,2360
Mixes up the words “to” and “past” when telling the time,2366
Confuses dependent and mutually exclusive events,2367
Does not know protractor should be positioned with one side of the angle at 0,2369
Uses angles on a straight line in the wrong context ,2370
"Believes that when factorising a quadratic with a coefficient of x squared, the two constants in the brackets still add to give the coefficient of x",2372
Unable to equate two divisions with a single division,2379
"Confuses the lower bound and upper bound, and writes the lower bound as a value that would end in recurring 9's, for example",2381
Believes that y = m +cx is the equation of a straight line,2382
When multiplying by 1 gives an answer of 1 (for a number other than 1),2383
Thinks that the lower and upper bound for a truncated number can be found in the same was as when it has been rounded,2385
"When finding a fraction of a fraction, divided by the whole fraction instead of the denominator",2387
"Believes rounding to 1 significant figure means rounding to the nearest integer, regardless of the value of the number",2390
"Believes the median is the middle category in a table, ignoring the frequencies",2391
Believes the midpoint of grouped data is equivalent to the group width,2393
Does not know the properties of an equilateral triangle,2394
Adds a zero onto the end of units multiplied by units when solving multiplication problems using the grid method,2396
"Believes that if the numerators of 2 fractions are equal then the fractions are equal, regardless of the denominator",2400
Believes the columns in a base are multiples not powers of the base,2403
"When using the capture-recapture method of sampling, believes you multiply the number marked first by the number marked second to get the best estimate of population size",2404
Arithmetic error when dividing by 8,2405
"When multiplying a fraction by an integer, believes the integer will become the denominator of the fraction",2406
Believes an arithmetic sequence can have a common second difference rather than first difference,2407
Believes you place the digits next to each other for a multiplication sample space diagram,2409
Believes an outlier has to be a whole number,2410
"When multiplying large numbers, splits numbers into addends rather than factors",2411
Believes the universal set symbol means any elements not within a circle. ,2418
Combines digits instead of applying the mathematical function,2419
Thinks direct proportion rules apply to inverse proportion problems,2420
Believes a rectangle has one pair of equal sides,2421
Tries to add or subtract unlike terms,2422
Believes finding a fraction of an amount means multiplying by the denominator,2429
Does not consider fractional parts when solving proportion problems,2430
"When two digits multiply to 10 or more during a multiplication problem, does not add one to the preceding digit",2431
Ignores position/value of midpoint when trying to label a point on scale,2434
Does not understand that removing an outlier will impact the range,2439
Finds the circumference instead of the area,2440
Thinks multiplying by a number is the same as raising to the power of that number,2441
"When converting compound measures into different units, thinks you multiply when the unit of the divisor has become smaller",2444
Cannot evaluate if an estimate is an underestimate or overestimate,2448
Done a different calculation to the one given,2449
When multiplying a vector by an integer does not multiply all parts of the vector,2451
Believes a parallelogram has one pair of equal sides,2452
Tries to apply sohcahtoa to a non right angled triangle,2455
Believes alternate angles sum to 180 degrees,2459
Does not recognise an example of the angles in same segment theorem,2460
Confuses the position of the median with its value,2462
"When multiplying an integer by a fraction, believes the numerator of the fraction will become the denominator",2463
Does not know the meaning of the word equidistant ,2467
Does not know that three quarters of a turn is 270 degrees,2468
Believes the range is largest add smallest,2471
Thinks there are 30 seconds in a minute,2477
Thinks the plan view is from the side of the shape,2478
Has written something to the power of 1 as 0.1,2482
Believes that a negative sign in the base of a power means you need to find the reciprocal ,2483
Identifies the wrong two angles as base angles of an isosceles,2486
Assumes Pythagoras' theorem doesn't work if they can spot a pattern between the side lengths,2490
Compares sizes of angles on a grid by estimating rather than using the gradient of the lines,2495
"Believes composite function notation fg(x) means to multiply the first terms of f and g together, and the second terms of f and g together",2496
Believes f(x - a) translates the function down a units,2497
Thinks I can be subtracted from L in Roman numerals,2498
Believes a reciprocal equation will have a quadratic graph,2502
Believes that a greater percentage represents a greater quantity,2503
"Believes cumulative frequency is the sum of each class with the previous class, rather than all previous classes",2506
Mixes up the sets in a Venn diagram,2509
"When finding the nth term rule for a quadratic sequence, believes that the coefficient of n squared is determined by first differences",2513
May have made a calculation error using the order of operations,2518
Does not know how to measure reflex angles,2521
Believes the total of the circle in a Venn should be included when intersections should be omitted,2522
Has added on the power of 1/4 rather than raise to the power of 1/4,2523
Believes a downward line has a positive gradient,2526
"Writes a repeated root once, rather than in a squared bracket",2527
Thinks that the perimeter on a square grid is the number of squares surrounding the rectangle,2528
Does not think a ton is a unit of mass,2529
Does not realise that two letters together are multiplying,2533
When converting between non standard form and standard form assumes changes to the base will not affect the power,2534
Misunderstands the capture-recapture method,2536
Confuses the value of the variable with cumulative frequency,2538
Confuses maximum and minimum,2540
"When finding the square root of a decimal, believes the answer should have the same number of decimal places",2541
Does not know that prime numbers have exactly two factors,2545
Does not increase the denominator when an item is added in a probability question,2548
"When adding decimals, thinks the answer has to have the same number of decimals as the total in the question",2552
Gives the second significant figure when asked for the first,2553
Thinks the subtraction sign means multiply,2556
Mixes up cubing and squaring,2557
When dividing numbers with different bases subtracts the powers but divides the base numbers.,2559
Confuses the formulas for the perimeter of a sector and the area of a sector ,2560
Confuses the lower and upper bound,2562
Gives the intersect value of a Venn diagram when asked to find the value of a set only,2564
Believes they only need to multiply the first pair of terms when expanding a double bracket.,2567
Believes all the multiples of a number will also be multiples of its multiples,2568
Confuses interior angles with exterior angles,2570
"When dividing numbers with different bases, divides the powers and divides the base numbers.",2571
Believes that when multiplying by a power of 10 you add zeroes after the decimal point,2574
Thinks adding same amount to each side of a ratio gives an equivalent ratio,2575
"Mixes up sides of a ratio, when working with vectors for line segments.",2578
Believes degrees can be used to measure length,2580
"When multiplying numbers with the same base, multiplies the powers ",2582
Believes that any percentage of a larger number will be greater than any percentage of a smaller number,2584
