query,response
"<Construct>Recognise the vertically opposite angles relationship/Construct>
<Subject>Basic Angle Facts (straight line, opposite, around a point, etc)/Subject>
<Question>
Which of the following correctly describes the relationship between the two marked angles? ![A diagram showing 3 lines crossing at a point to form 6 angles. Two angles are marked in orange, there are two unmarked angles between them on either side.]()
</Question>
<Answer>Angles on a straight line</Answer>
<Misconception>Confuses vertically opposite angles with angles on a straight line</Misconception>","<Construct>Recognise the vertically opposite angles relationship</Construct>
<Subject>Basic Angle Facts (straight line, opposite, around a point, etc)</Subject>
<Question>
Which of the following correctly describes the relationship between the two marked angles? ![A diagram showing two lines intersecting to form four angles. Two non-adjacent angles are marked in orange.]()
</Question>
<Answer>Vertically opposite angles</Answer>
<Distractors>
Angles around a point
Angles on a straight line
Angles in a triangle
</Distractors>
<Misconception>Confuses vertically opposite angles with angles on a straight line</Misconception>"
"<Construct>Given a sketch of a linear graph solve f(x) = n/Construct>
<Subject>Graphical Solution of Simultaneous Equations/Subject>
<Question>
This is a graph of
\(y=0.4 x-3\) ![A set of axes with the graph y=0.4x-3 drawn on.]() Use the graph to solve
\(0.4 x-3=-1\)
</Question>
<Answer>\( x=-3.3 \)</Answer>
<Misconception>Mixes up the value of two terms when substituting</Misconception>","<Construct>Given a sketch of a linear graph solve f(x) = n</Construct>
<Subject>Graphical Solution of Simultaneous Equations</Subject>
<Question>
This is a graph of
\(y=0.6 x+2\) ![A set of axes with the graph y=0.6x+2 drawn on.]() Use the graph to solve
\(0.6 x+2=5\)
</Question>
<Answer>\( x=4.67 \)</Answer>
<Misconception>Mixes up the value of two terms when substituting</Misconception>"
"<Construct>Given a sketch of a linear graph solve f(x) = n/Construct>
<Subject>Graphical Solution of Simultaneous Equations/Subject>
<Question>
This is a graph of
\(y=0.4 x-3\) ![A set of axes with the graph y=0.4x-3 drawn on.]() Use the graph to solve
\(0.4 x-3=-1\)
</Question>
<Answer>\( x=7.5 \)</Answer>
<Misconception>Believes the solution to mx + c = a is the x intercept of y = mx +c</Misconception>","<Construct>Given a sketch of a linear graph solve f(x) = n</Construct>
<Subject>Graphical Solution of Simultaneous Equations</Subject>
<Question>
This is a graph of
\(y=0.2 x+2\) ![A set of axes with the graph y=0.2x+2 drawn on.]() Use the graph to solve
\(0.2 x+2=4\)
</Question>
<Answer>\( x=10 \)</Answer>
<Misconception>Believes the solution to mx + c = a is the x intercept of y = mx +c</Misconception>"
"<Construct>Given a sketch of a linear graph solve f(x) = n/Construct>
<Subject>Graphical Solution of Simultaneous Equations/Subject>
<Question>
This is a graph of
\(y=0.4 x-3\) ![A set of axes with the graph y=0.4x-3 drawn on.]() Use the graph to solve
\(0.4 x-3=-1\)
</Question>
<Answer>\( x=-1 \)</Answer>
<Misconception>Believes the solution of mx + c = a is x =a</Misconception>","<Construct>Given a sketch of a linear graph solve f(x) = n</Construct>
<Subject>Graphical Solution of Simultaneous Equations</Subject>
<Question>
This is a graph of
\(y=2 x+1\) ![A set of axes with the graph y=2x+1 drawn on.]() Use the graph to solve
\(2 x+1=3\)
</Question>
<Answer>\( x=1 \)</Answer>
<Misconception>Believes the solution of mx + c = a is x =a</Misconception>"
"<Construct>Given the perimeter, work out a missing length requiring knowledge of the geometrical properties of the shape/Construct>
<Subject>Volume and Capacity Units/Subject>
<Question>
A regular pentagon has a total perimeter of \( 17 \mathrm{~cm} \).
What is the length of each of its sides?
</Question>
<Answer>\( 85 \mathrm{~cm} \)</Answer>
<Misconception>When given the perimeter of a regular polygon, multiplies instead of divides to find each side length</Misconception>","<Construct>Given the perimeter, work out a missing length requiring knowledge of the geometrical properties of the shape</Construct>
<Subject>Geometry</Subject>
<Question>
An equilateral triangle has a total perimeter of \( 18 \mathrm{~cm} \).
What is the length of each of its sides?
</Question>
<Answer>\( 54 \mathrm{~cm} \)</Answer>"
"<Construct>Given the perimeter, work out a missing length requiring knowledge of the geometrical properties of the shape/Construct>
<Subject>Volume and Capacity Units/Subject>
<Question>
A regular pentagon has a total perimeter of \( 17 \mathrm{~cm} \).
What is the length of each of its sides?
</Question>
<Answer>\( 12 \mathrm{~cm} \)</Answer>
<Misconception>When given the perimeter of a regular polygon, subtracts instead of divides to find each side length</Misconception>","<Construct>Given the perimeter, work out a missing length requiring knowledge of the geometrical properties of the shape</Construct>
<Subject>Geometry/Subject>
<Question>
An equilateral triangle has a total perimeter of \( 18 \mathrm{~cm} \).
What is the length of each of its sides?
</Question>
<Answer>\( 6 \mathrm{~cm} \)</Answer>
<Misconception>When given the perimeter of a regular polygon, subtracts instead of divides to find each side length</Misconception>"
"<Construct>Given the perimeter, work out a missing length requiring knowledge of the geometrical properties of the shape/Construct>
<Subject>Volume and Capacity Units/Subject>
<Question>
A regular pentagon has a total perimeter of \( 17 \mathrm{~cm} \).
What is the length of each of its sides?
</Question>
<Answer>Not enough information</Answer>
<Misconception>Does not know the meaning of the word regular </Misconception>","<Construct>Given the perimeter, work out a missing length requiring knowledge of the geometrical properties of the shape/Construct>
<Subject>Volume and Capacity Units/Subject>
<Question>
An equilateral triangle has a total perimeter of \( 21 \mathrm{~cm} \).
What is the length of each of its sides?
</Question>
<Answer>7 cm</Answer>
<Misconception>Does not know the meaning of the word equilateral</Misconception>"
"<Construct>Interpret a pie chart/Construct>
<Subject>Pie Chart/Subject>
<Question>
This pie chart shows the colour of hats that Tom owns. ![Pie chart showing the colour of Tom's hats. Blue is 90 degrees. Yellow is approximately 195 degrees. Red is approximately 40 degrees and green approximately 35 degrees.]() What fraction of Tom's hats are not blue?
</Question>
<Answer>\( \frac{1}{4} \)</Answer>
<Misconception>Reads the complement of what is required from a pie chart</Misconception>","<Construct>Interpret a pie chart/Construct>
<Subject>Pie Chart/Subject>
<Question>
This pie chart shows the type of food that 20 students like. ![Pie chart showing 3 favourites: PZ 70 degrees, BD 110 degrees, IT 80 degrees.]() What fraction of students like BD or IT?
</Question>
<Answer>\( \frac{9}{10} \)</Answer>
<Misconception>Reads the complement of what is required from a pie chart</Misconception>"
"<Construct>Interpret a pie chart/Construct>
<Subject>Pie Chart/Subject>
<Question>
This pie chart shows the colour of hats that Tom owns. ![Pie chart showing the colour of Tom's hats. Blue is 90 degrees. Yellow is approximately 195 degrees. Red is approximately 40 degrees and green approximately 35 degrees.]() What fraction of Tom's hats are not blue?
</Question>
<Answer>\( 75 \)</Answer>
<Misconception>Finds a percentage when asked for a fraction</Misconception>","<Construct>Interpret a bar graph/Construct>
<Subject>Bar Graph/Subject>
<Question>
This bar graph shows the number of books read by four students. ![Bar graph showing the number of books read by Alex, Ben, Charlie, and David. Alex has read 5 books, Ben has read 12 books, Charlie has read 7 books, and David has read 3 books.]() What fraction of the total number of books were read by Charlie?
</Question>
<Answer>\( 7/26 \)</Answer>
<Misconception>Finds a percentage when asked for a fraction</Misconception>"
"<Construct>Interpret a pie chart/Construct>
<Subject>Pie Chart/Subject>
<Question>
This pie chart shows the colour of hats that Tom owns. ![Pie chart showing the colour of Tom's hats. Blue is 90 degrees. Yellow is approximately 195 degrees. Red is approximately 40 degrees and green approximately 35 degrees.]() What fraction of Tom's hats are not blue?
</Question>
<Answer>Impossible to say</Answer>
<Misconception>Does not know the meaning of square sign for right angle</Misconception>","<Construct>Calculate the sum of interior angles of a polygon/Construct>
<Subject>Angles/Subject>
<Question>
The figure below is a pentagon. ![Pentagon with 3 interior angles labelled.]() What is the value of x?
</Question>
<Answer>540</Answer>
<Misconception>Does not know the meaning of square sign for right angle</Misconception>"
"<Construct>Express one quantity as a percentage of another mentally/Construct>
<Subject>Percentages of an Amount/Subject>
<Question>
What is \( 8 \) out of \( 40 \) as a percentage?
</Question>
<Answer>\( 8.4 \% \)</Answer>
<Misconception>Converts a fraction to a percentage by writing the numerator followed by the denominator</Misconception>","<Construct>Express one quantity as a percentage of another mentally</Construct>
<Subject>Percentages of an Amount</Subject>
<Question>
What is \( 6 \) out of \( 30 \) as a percentage?
</Question>
<Answer>\( 20 \% \)</Answer>
<Misconception>Converts a fraction to a percentage by writing the numerator followed by the denominator</Misconception>
<Distractor1>\( 6/30 \% \)</Distractor1>
<Distractor2>\( 630 \% \)</Distractor2>
<Distractor3>\( 6030 \% \)</Distractor3>"
"<Construct>Express one quantity as a percentage of another mentally/Construct>
<Subject>Percentages of an Amount/Subject>
<Question>
What is \( 8 \) out of \( 40 \) as a percentage?
</Question>
<Answer>\( 16 \% \)</Answer>
<Misconception>Thinks they double the numerator to turn a fraction into a percentage</Misconception>","<Construct>Express one quantity as a percentage of another mentally</Construct>
<Subject>Percentages of an Amount</Subject>
<Question>
What is \( 12 \) out of \( 30 \) as a percentage?
</Question>
<Answer>\( 40 \% \)</Answer>
<Distractors>\( 24 \% \) , \( 80 \% \) , \( 84 \% \)</Distractors>
<Misconception>Thinks they double the numerator to turn a fraction into a percentage</Misconception>"
"<Construct>Calculate missing lengths of shapes by geometrical inference, where the lengths given are in the same units/Construct>
<Subject>Missing Lengths/Subject>
<Question>
What is value of \( p \) in this compound shape made with rectangles? ![Compound shape made of two rectangles with the sides labelled p (in red) cm, 15 cm, 12 cm, 7 cm and 7 cm. One side is unlabelled]()
</Question>
<Answer>\( 6 \mathrm{~cm} \)</Answer>
<Misconception>Makes an assumption about line segments being equal within a shape</Misconception>","<Construct>Calculate missing lengths of shapes by geometrical inference, where the lengths given are in the same units</Construct>
<Subject>Missing Lengths</Subject>
<Question>
What is value of \( x \) in this triangle? ![Right-angled triangle with legs labelled x cm, 10 cm, and hypotenuse labelled 15 cm]()
</Question>
<Answer>\( 12 \mathrm{~cm} \)</Answer>
<Misconception>Makes an assumption about line segments being equal within a shape</Misconception>"
"<Construct>Calculate missing lengths of shapes by geometrical inference, where the lengths given are in the same units/Construct>
<Subject>Missing Lengths/Subject>
<Question>
What is value of \( p \) in this compound shape made with rectangles? ![Compound shape made of two rectangles with the sides labelled p (in red) cm, 15 cm, 12 cm, 7 cm and 7 cm. One side is unlabelled]()
</Question>
<Answer>\( 7 \mathrm{~cm} \)</Answer>
<Misconception>Makes an assumption about line segments being equal within a shape</Misconception>","<Construct>Calculate missing lengths of shapes by geometrical inference, where the lengths given are in the same units</Construct>
<Subject>Missing Lengths</Subject>
<Question>
What is the value of x in this shape made up of rectangles? ![Rectangle with the lengths labelled x, 5 cm, 10 cm and 5 cm. One side is unlabelled]()
</Question>
<Answer>\( 10 \mathrm{~cm} \)</Answer>
<Misconception>Makes an assumption about line segments being equal within a shape</Misconception>"
"<Construct>Calculate missing lengths of shapes by geometrical inference, where the lengths given are in the same units/Construct>
<Subject>Missing Lengths/Subject>
<Question>
What is value of \( p \) in this compound shape made with rectangles? ![Compound shape made of two rectangles with the sides labelled p (in red) cm, 15 cm, 12 cm, 7 cm and 7 cm. One side is unlabelled]()
</Question>
<Answer>Not enough information</Answer>
<Misconception>Does not know that we can use the conservation of perimeter to find missing lengths</Misconception>","<Construct>Calculate missing lengths of shapes by geometrical inference, where the lengths given are in the same units</Construct>
<Subject>Missing Lengths</Subject>
<Question>
What is the value of \( x \) in this compound shape made with rectangles? ![Compound shape made of two rectangles with the sides labelled 8 cm, x cm, 10 cm, 18 cm and 18 cm. One side is unlabelled]()
</Question>
<Answer>Not enough information</Answer>
<Misconception>Does not know that we can use the conservation of perimeter to find missing lengths</Misconception>"
"<Construct>Calculate the area of a parallelogram where the dimensions are given in the same units/Construct>
<Subject>Area of Simple Shapes/Subject>
<Question>
What is the area of the parallelogram? ![A parallelogram with the length labelled 10cm, the slanted height labelled 4cm, and the perpendicular height (marked with a right angle) labelled 3cm]()
</Question>
<Answer>\( 120 \mathrm{~cm}^{2} \)</Answer>
<Misconception>When finding the area of a parallelogram does not understand which lengths to use</Misconception>","<Construct>Calculate the area of a triangle where the dimensions are given in the same units</Construct>
<Subject>Area of Simple Shapes</Subject>
<Question>
What is the area of the triangle? ![A triangle with the base labelled 6cm, the height labelled 5cm, and the hypotenuse labelled 9cm]()
</Question>
<Answer> \( 30 \mathrm{~cm}^{2} \)</Answer>
<Misconception>When finding the area of a triangle does not understand which lengths to use</Misconception>"
"<Construct>Calculate the area of a parallelogram where the dimensions are given in the same units/Construct>
<Subject>Area of Simple Shapes/Subject>
<Question>
What is the area of the parallelogram? ![A parallelogram with the length labelled 10cm, the slanted height labelled 4cm, and the perpendicular height (marked with a right angle) labelled 3cm]()
</Question>
<Answer>\( 40 \mathrm{~cm}^{2} \)</Answer>
<Misconception>Has used slant height and base to find area of a parallelogram rather than perpendicular height and base</Misconception>","<Construct>Calculate the area of a triangle where the dimensions are given in the same units</Construct>
<Subject>Area of Simple Shapes</Subject>
<Question>
What is the area of the triangle? ![A triangle with the base labelled 8cm, and the slanted height labelled 6cm, and the perpendicular height (marked with a right angle) labelled 5cm]()
</Question>
<Answer>\( 80 \mathrm{~cm}^{2} \)</Answer>
<Misconception>Has used slant height and base to find area of a triangle rather than perpendicular height and base</Misconception>"
"<Construct>Calculate the area of a parallelogram where the dimensions are given in the same units/Construct>
<Subject>Area of Simple Shapes/Subject>
<Question>
What is the area of the parallelogram? ![A parallelogram with the length labelled 10cm, the slanted height labelled 4cm, and the perpendicular height (marked with a right angle) labelled 3cm]()
</Question>
<Answer>\( 15 \mathrm{~cm}^{2} \)</Answer>
<Misconception>Has found the area of a triangle rather than an area of a parallelogram</Misconception>","<Construct>Calculate the area of a trapezium where the dimensions are given in the same units</Construct>
<Subject>Area of Simple Shapes</Subject>
<Question>
What is the area of the trapezium? ![A trapezium with an upper base labelled 5cm, a lower base labelled 10cm, and the height labelled 4cm]() 
</Question>
<Answer>\( 30 \mathrm{~cm}^{2} \)</Answer>
<Misconception>Has found the area of a triangle rather than an area of a trapezium</Misconception>"
"<Construct>Solve quadratic equations using balancing/Construct>
<Subject>Quadratic Equations/Subject>
<Question>
A student wishes to solve the equation below.

Which of the following is a correct next step?
\(
(d-6)^{2}-16=0
\)

Step \( 1 \)
\(
(d-6)^{2}=16
\)
</Question>
<Answer>\( d^{2}=22 \)</Answer>
<Misconception>Believes you can subtract from inside brackets without expanding when solving an equation</Misconception>","<Construct>Solve quadratic equations using balancing</Construct>
<Subject>Quadratic Equations</Subject>
<Question>
A student is solving the equation below.

Which of the following is a correct next step?
\(
(x+2)^{2}+4=16
\)

Step \( 1 \)
\(
(x+2)^{2}=12
\)
</Question>
<Answer>\( x^{2}=8 \)</Answer>
<Misconception>Believes you can subtract from inside brackets without expanding when solving an equation</Misconception>"
"<Construct>Solve quadratic equations using balancing/Construct>
<Subject>Quadratic Equations/Subject>
<Question>
A student wishes to solve the equation below.

Which of the following is a correct next step?
\(
(d-6)^{2}-16=0
\)

Step \( 1 \)
\(
(d-6)^{2}=16
\)
</Question>
<Answer>\( d-6=4 \)</Answer>
<Misconception>Only considers the positive solution when calculating a square root</Misconception>","<Construct>Solve simple exponential equations/Construct>
<Subject>Exponents and Logarithms/Subject>
<Question>
Solve for x in the equation below.

Which of the following is a correct next step?

\(
2^{x}=4
\)

Step \( 1 \)
\(
2^{x}=2^{2}
\)
</Question>
<Answer>\( x=2 \)</Answer>
<Misconception>Only considers the positive solution when calculating a square root</Misconception>"
"<Construct>Find missing angles using vertically opposite angles/Construct>
<Subject>Basic Angle Facts (straight line, opposite, around a point, etc)/Subject>
<Question>
What is the size of angle \( p \) ? ![3 intersecting lines. Towards the top of the image two of the lines intersect and at this point there are two marked angles, 138 degrees and 42 degrees. The angle opposite the 42 degree angle is marked p]()
</Question>
<Answer>\( 53^{\circ} \)</Answer>
<Misconception>Mistakes lines as parallel</Misconception>","<Construct>Find missing angles using vertically opposite angles</Construct>
<Subject>Basic Angle Facts (straight line, opposite, around a point, etc)</Subject>
<Question>
What is the size of angle \( x \) ? ![Two lines intersecting at a point, one line has an angle 35 degrees and the other line has an angle 125 degrees at the intersection point. The angle opposite the 35 degree angle is marked x]()
</Question>
<Answer>\( 35^{\circ} \)</Answer>
<Misconception>Mistakes lines as parallel</Misconception>"
"<Construct>Find missing angles using vertically opposite angles/Construct>
<Subject>Basic Angle Facts (straight line, opposite, around a point, etc)/Subject>
<Question>
What is the size of angle \( p \) ? ![3 intersecting lines. Towards the top of the image two of the lines intersect and at this point there are two marked angles, 138 degrees and 42 degrees. The angle opposite the 42 degree angle is marked p]()
</Question>
<Answer>\( 138^{\circ} \)</Answer>
<Misconception>Student thinks that any two angles along a straight line are equal</Misconception>","<Construct>Find missing angles using vertically opposite angles/Construct>
<Subject>Basic Angle Facts (straight line, opposite, around a point, etc)/Subject>
<Question>
What is the size of angle \( x \) ? ![3 intersecting lines. One line continues straight and another line intersects it at a point. At this point, one angle is marked 50 degrees and another angle is marked x, both on the same side of the line. On the other side of the line, an angle is marked 130 degrees]()
</Question>
<Answer>\( 50^{\circ} \)</Answer>
<Misconception>Student thinks that any two angles along a straight line are equal</Misconception>"
"<Construct>Find missing angles using vertically opposite angles/Construct>
<Subject>Basic Angle Facts (straight line, opposite, around a point, etc)/Subject>
<Question>
What is the size of angle \( p \) ? ![3 intersecting lines. Towards the top of the image two of the lines intersect and at this point there are two marked angles, 138 degrees and 42 degrees. The angle opposite the 42 degree angle is marked p]()
</Question>
<Answer>Not enough information</Answer>
<Misconception>Does not know that vertically opposite angles are equal</Misconception>","<Construct>Find missing angles using vertically opposite angles</Construct>
<Subject>Basic Angle Facts (straight line, opposite, around a point, etc)</Subject>
<Question>
What is the size of angle \( q \) ? ![3 intersecting lines. Towards the top of the image two of the lines intersect and at this point there are two marked angles, 72 degrees and 108 degrees. The angle opposite the 108 degree angle is marked q]()
</Question>
<Answer>180</Answer>
<Distractor1>72</Distractor1>
<Distractor2>108</Distractor2>
<Distractor3>Not enough information</Distractor3>"
"<Construct>Calculate the sector angle on a pie chart for a given group/Construct>
<Subject>Pie Chart/Subject>
<Question>
A class of students were surveyed about how many siblings they have.

A selection of results are shown in the table. \begin{tabular}{|c|c|c|}
\hline Number of siblings & Frequency & Angle on a pie chart \\
\hline  0  & \( 7 \) & \(  \) \\
\hline 1  & \(  \) & \( 144 \degree \) \\
\hline 2  & \(  \) & \(  \) \\
\hline 3  & \( 4 \) & \( \bigstar \) \\
\hline 4 or more  & \(  \) & \(  \) \\
\hline  TOTAL  & 30  & \(  \) \\
\end{tabular} Jenny wants to draw a pie chart of the information.
What should replace the star?
</Question>
<Answer>\( 40^{\circ} \)</Answer>
<Misconception>Believes that the angle on a pie chart is the frequency multiplied by 10</Misconception>","<Subject>Pie Chart</Subject>
<Question>
A survey of favorite colors in a class of students produced the following data:

\begin{tabular}{|c|c|c|}
\hline Color & Frequency & Angle on a pie chart \\
\hline Red & 5 &  \\ 
\hline Blue &  & 60\degree \\
\hline Green &  &  \\ 
\hline Yellow & 7 & \bigstar \\
\hline TOTAL & 20 &  \\
\hline
\end{tabular} 
What should replace the star?
</Question>
<Answer>90\degree</Answer>"
"<Construct>Calculate the sector angle on a pie chart for a given group/Construct>
<Subject>Pie Chart/Subject>
<Question>
A class of students were surveyed about how many siblings they have.

A selection of results are shown in the table. \begin{tabular}{|c|c|c|}
\hline Number of siblings & Frequency & Angle on a pie chart \\
\hline  0  & \( 7 \) & \(  \) \\
\hline 1  & \(  \) & \( 144 \degree \) \\
\hline 2  & \(  \) & \(  \) \\
\hline 3  & \( 4 \) & \( \bigstar \) \\
\hline 4 or more  & \(  \) & \(  \) \\
\hline  TOTAL  & 30  & \(  \) \\
\end{tabular} Jenny wants to draw a pie chart of the information.
What should replace the star?
</Question>
<Answer>\( 120^{\circ} \)</Answer>
<Misconception>Believes you find the angle for a pie chart sector by doing its frequency multiplied by total frequency</Misconception>","<Construct>Calculate the sector angle on a bar chart for a given group</Construct>
<Subject>Bar Chart</Subject>
<Question>
A bookshelf has five shelves, and the number of books on each shelf is recorded.

A selection of results are shown in the table. \begin{tabular}{|c|c|c|}
\hline Shelf Number & Number of Books & Angle on a bar chart \\
\hline  1  & \( 10 \) & \(  \) \\
\hline 2  & \( 15 \) & \(  \) \\
\hline 3  & \(  \) & \( 180 \degree \) \\
\hline 4  & \( 7 \) & \(  \) \\
\hline 5  & \( 8 \) & \( \bigstar \) \\
\hline  TOTAL  & 40  & \(  \) \\
\end{tabular} Sophia wants to draw a bar chart of the information.
What should replace the star?
</Question>
<Answer>\( 72^{\circ} \)</Answer>
<Misconception>Believes you find the angle for a pie chart sector by doing its frequency multiplied by total frequency</Misconception>"
"<Construct>Divide proper fractions in the form: Integer ÷ Fraction/Construct>
<Subject>Dividing Fractions/Subject>
<Question>
How many times does \( \frac{3}{5} \) go into \( 15 \) ?
</Question>
<Answer>\( \frac{45}{75} \)</Answer>
<Misconception>When dividing an integer by a fraction, thinks they multiply numerator and denominator by the integer</Misconception>","<Construct>Divide proper fractions in the form: Integer ÷ Fraction/Construct>
<Subject>Dividing Fractions/Subject>
<Question>
How many times does \( \frac{2}{3} \) go into \( 12 \) ?
</Question>
<Answer>\( \frac{48}{36} \)</Answer>
<Misconception>When dividing an integer by a fraction, thinks they multiply numerator and denominator by the integer</Misconception>"
"<Construct>Divide proper fractions in the form: Integer ÷ Fraction/Construct>
<Subject>Dividing Fractions/Subject>
<Question>
How many times does \( \frac{3}{5} \) go into \( 15 \) ?
</Question>
<Answer>\( 75 \)</Answer>
<Misconception>When dividing by a non unit fraction, thinks you multiply by the reciprocal of the corresponding unit fraction rather than the fraction given. </Misconception>","<Construct>Divide proper fractions in the form: Integer ÷ Fraction</Construct>
<Subject>Dividing Fractions</Subject>
<Question>
How many times does \( \frac{2}{3} \) go into \( 24 \) ?
</Question>
<Answer>\( 108 \)</Answer>
<Misconception>When dividing by a non unit fraction, thinks you multiply by the reciprocal of the corresponding unit fraction rather than the fraction given.</Misconception>"
"<Construct>Divide proper fractions in the form: Integer ÷ Fraction/Construct>
<Subject>Dividing Fractions/Subject>
<Question>
How many times does \( \frac{3}{5} \) go into \( 15 \) ?
</Question>
<Answer>\( 9 \)</Answer>
<Misconception>when dividing a fraction by an integer, multiplies the numerator by the integer</Misconception>","<Construct>Divide proper fractions in the form: Integer ÷ Fraction</Construct>
<Subject>Dividing Fractions</Subject>
<Question>
How many times does \( \frac{2}{3} \) go into \( 12 \) ?
</Question>
<Answer>\( 6 \)</Answer>
<Distractor1>\( 8 \)</Distractor1>
<Distractor2>\( 16 \)</Distractor2>
<Distractor3>\( 24 \)</Distractor3>"
"<Construct>Carry out multiplication problems involving one negative integer/Construct>
<Subject>Expanding Double Brackets/Subject>
<Question>
John is expanding these two brackets.

What should he get when he multiplies the two terms indicated by the arrows? ![The two brackets are (x+5)(x-3). The arrows are pointing at the +5 in the first bracket and the -3 in the second bracket.]()
</Question>
<Answer>\( +2 \)</Answer>
<Misconception>Adds instead of multiplying when expanding bracket</Misconception>","<Construct>Carry out multiplication problems involving one negative integer</Construct>
<Subject>Expanding Double Brackets</Subject>
<Question>
Emily is expanding these two brackets.

What should she get when she multiplies the two terms indicated by the arrows? ![The two brackets are (x+2)(x-4). The arrows are pointing at the +2 in the first bracket and the -4 in the second bracket.]()
</Question>
<Answer>\( -8 \)</Answer>
<Misconception>Adds instead of multiplying when expanding bracket</Misconception>"
"<Construct>Carry out multiplication problems involving one negative integer/Construct>
<Subject>Expanding Double Brackets/Subject>
<Question>
John is expanding these two brackets.

What should he get when he multiplies the two terms indicated by the arrows? ![The two brackets are (x+5)(x-3). The arrows are pointing at the +5 in the first bracket and the -3 in the second bracket.]()
</Question>
<Answer>\( +15 \)</Answer>
<Misconception>Ignores negative sign when expanding bracket</Misconception>","<Construct>Carry out multiplication problems involving one negative integer</Construct>
<Subject>Expanding Double Brackets</Subject>
<Question>
Sarah is expanding these two brackets.

What should she get when she multiplies the two terms indicated by the arrows? ![The two brackets are (x-2)(x+4). The arrows are pointing at the -2 in the first bracket and the +4 in the second bracket.]()
</Question>
<Answer>\( -8 \)</Answer>
<Misconception>Ignores negative sign when expanding bracket</Misconception>"
"<Construct>Know that the factorised form of a quadratic is useful for finding where the curve crosses the x-axis/Construct>
<Subject>Sketching from Factorised Form/Subject>
<Question>
Tom and Katie are discussing quadratic graphs.

Tom says a quadratic expression that cannot be factorised will not intercept the \( x \) axis.

Katie says a graph of a quadratic that does not intercept the \( x \) axis cannot be factorised.
Who is correct?
</Question>
<Answer>Only Tom</Answer>
<Misconception>When solving simultaneous equations graphically, they think the solutions are the x-intercepts</Misconception>","<Construct>Understand the relationship between the roots of a quadratic and the x-intercepts of its graph/Construct>
<Subject>Quadratic Equations/Subject>
<Question>
Which of the following is true about the quadratic equation \(x^2 + 5x + 6 = 0\)?

A) The graph of the related function crosses the x-axis at x = -2 and x = -3.
B) The graph of the related function crosses the x-axis at x = -2 or x = -3.
C) The equation cannot be factorised so it does not cross the x-axis.
D) The equation has no real roots so it does not cross the x-axis.

</Question>
<Answer>A</Answer>"
"<Construct>Know that the factorised form of a quadratic is useful for finding where the curve crosses the x-axis/Construct>
<Subject>Sketching from Factorised Form/Subject>
<Question>
Tom and Katie are discussing quadratic graphs.

Tom says a quadratic expression that cannot be factorised will not intercept the \( x \) axis.

Katie says a graph of a quadratic that does not intercept the \( x \) axis cannot be factorised.
Who is correct?
</Question>
<Answer>Both Tom and Katie</Answer>
<Misconception>When solving simultaneous equations graphically, they think the solutions are the x-intercepts</Misconception>","<Construct>Know that the factorised form of a quadratic is useful for finding where the curve crosses the x-axis/Construct>
<Subject>Sketching from Factorised Form/Subject>
<Question>
Alex and Ben are discussing quadratic graphs.

Alex says a quadratic expression that has no \( x \) intercepts cannot be factorised.

Ben says a quadratic expression that can be factorised must have \( x \) intercepts.

Who is correct?
</Question>
<Answer>Neither</Answer>
<Misconception>When solving simultaneous equations graphically, they think the solutions are the x-intercepts</Misconception>"
"<Construct>Read values off a real life graph/Construct>
<Subject>Direct Proportion/Subject>
<Question>
This is a conversion graph between kilograms and pounds.

Which of the following is the best estimate for the number of kilograms equivalent to \( 20 \) pounds? ![A graph on gridded paper with pounds (lb) on the y axis from 0 to 80 and kilograms (kg) on the x axis from 0 to 80. Both axis are labelled in increments of 20, with each increment split by gridlines into another 4 squares. A straight line goes from the origin and sloped upwards going through (25, 55) (not labelled - just a coordinate that it goes through) ]()
</Question>
<Answer>\( 44 \) kilograms</Answer>
<Misconception>When reading value from graph, reads from the wrong axes.</Misconception>","<Construct>Read values off a real life graph</Construct>
<Subject>Speed/Subject>
<Question>
This is a distance-time graph showing the journey of a car.

What is the best estimate of the distance traveled by the car in 3 hours? ![A graph on gridded paper with time (hours) on the x axis from 0 to 12 and distance (km) on the y axis from 0 to 360. Both axis are labelled in increments of 60, with each increment split by gridlines into another 10 squares. A straight line goes from the origin and sloped upwards going through (6, 120) (not labelled - just a coordinate that it goes through) ]()
</Question>
<Answer>\( 180 \) km</Answer>
<Misconception>When reading value from graph, reads from the wrong axes.</Misconception>"
"<Construct>Understand the terms equilateral and regular, and recognise the notation for regular polygons/Construct>
<Subject>Angles in Polygons/Subject>
<Question>
Which quadrilateral below is a regular polygon?
</Question>
<Answer>![Trapezium]()</Answer>
<Misconception>Does not know the meaning of the word regular </Misconception>","<Construct>Understand the terms equilateral and regular, and recognise the notation for regular polygons</Construct>
<Subject>Angles in Polygons</Subject>
<Question>
Which triangle below is a regular polygon?
</Question>
<Options>
![Scalene]() 
![Isosceles]() 
![Equilateral]() 
![Right-angled]()
</Options>
<Answer>![Equilateral]()</Answer>
<Misconception>Does not know the meaning of the word regular</Misconception>
<Distractors>
![Scalene]() - thinks any triangle is regular 
![Isosceles]() - thinks only isosceles triangles are regular 
![Right-angled]() - thinks any triangle with a right angle is regular
</Distractors>"
