query,response
"<Construct>Calculate the area of an equilateral triangle where the dimensions are given in the same units/Construct>
<Subject>Area of Simple Shapes/Subject>
<Question>
How would you calculate the area of this triangle? ![A triangle, base 12m. All three sides are equal.]()
</Question>
<Answer>\( \frac{12 \times 12 \times 12}{2} \)</Answer>
<Misconception>Multiplies all given dimensions when calculating an area</Misconception>","<Construct>Calculate the volume of a rectangular prism where the dimensions are given in the same units/Construct>
<Subject>Volume of Rectangular Prisms/Subject>
<Question>
What is the volume of this rectangular prism? ![A rectangular prism, length 6cm, width 4cm, height 5cm.]()
</Question>
<Answer>\( 6 \times 4 \times 5 \times 5 \)</Answer>
<Misconception>Multiplies all given dimensions when calculating an area</Misconception>"
"<Construct>Divide a quantity into two parts for a given a ratio, where each part is an integer/Construct>
<Subject>Sharing in a Ratio/Subject>
<Question>
In the diagram, AN : NB \( =3: 5 \) 
What is the distance AN? ![A line that begins with point A, ends with point B, and has point N in between. The entire length of the line measures 48 m.]()
</Question>
<Answer>\( 16 \mathrm{~m} \)</Answer>
<Misconception>Divides total amount by each side of the ratio instead of dividing by the sum of the parts</Misconception>","<Construct>Divide a quantity into two parts for a given a ratio, where each part is an integer</Construct>
<Subject>Sharing in a Ratio</Subject>
<Question>
In the diagram, PN : NC \( =2: 3 \) 
What is the length of PN? ![A line that begins with point P, ends with point C, and has point N in between. The entire length of the line measures 50 m.]()
</Question>
<Answer>\( 20 \mathrm{~m} \)</Answer>
<Misconception>Divides total amount by each side of the ratio instead of dividing by the sum of the parts</Misconception>"
"<Construct>Divide a quantity into two parts for a given a ratio, where each part is an integer/Construct>
<Subject>Sharing in a Ratio/Subject>
<Question>
In the diagram, AN : NB \( =3: 5 \) 
What is the distance AN? ![A line that begins with point A, ends with point B, and has point N in between. The entire length of the line measures 48 m.]()
</Question>
<Answer>\( 30 \mathrm{~m} \)</Answer>
<Misconception>Mixes up sides of a ratio</Misconception>","<Construct>Divide a quantity into two parts for a given a ratio, where each part is an integer</Construct>
<Subject>Sharing in a Ratio</Subject>
<Question>
In the diagram, PQ : QR \( = 2:7 \) 
What is the length of PQ? ![A line that begins with point P, ends with point R, and has point Q in between. The entire length of the line measures 63 m.]()
</Question>
<Answer>\( 18 \mathrm{~m} \)</Answer>
<Misconception>Mixes up sides of a ratio</Misconception>"
"<Construct>Divide a quantity into two parts for a given a ratio, where each part is an integer/Construct>
<Subject>Sharing in a Ratio/Subject>
<Question>
In the diagram, AN : NB \( =3: 5 \) 
What is the distance AN? ![A line that begins with point A, ends with point B, and has point N in between. The entire length of the line measures 48 m.]()
</Question>
<Answer>\( 6 \mathrm{~m} \)</Answer>
<Misconception>Finds one part of a ratio but doesn't multiply that by the number of parts needed</Misconception>","<Construct>Divide a quantity into three parts for a given a ratio, where each part is an integer</Construct>
<Subject>Sharing in a Ratio</Subject>
<Question>
In the diagram, AB : BC : CD = 2 : 3 : 4
What is the length of BC? ![A line that begins with point A, ends with point D, and has points B and C in between. The entire length of the line measures 90 cm.]()</Question>
<Answer>45 cm</Answer>"
"<Construct>Prove statements involving odd and even numbers/Construct>
<Subject>Ordering Negative Numbers/Subject>
<Question>
Which of these shows part of the proof that the sum of two odd numbers is even?
</Question>
<Answer>\( \begin{array}{l}2 n+(2 m+1) \\ =2(n+m)+1\end{array} \)</Answer>
<Misconception>Does not understand that 2n represents an even number</Misconception>","<Construct>Prove statements involving odd and even numbers/Construct>
<Subject>Ordering Negative Numbers/Subject>
<Question>
Which of these shows part of the proof that the product of two even numbers is even?
</Question>
<Answer>\( 2n\times2m = 4nm \)</Answer>
<Misconception>Does not understand that 2n represents an even number</Misconception>"
"<Construct>Prove statements involving odd and even numbers/Construct>
<Subject>Ordering Negative Numbers/Subject>
<Question>
Which of these shows part of the proof that the sum of two odd numbers is even?
</Question>
<Answer>\( \begin{array}{l}(2 n-1)(2 m+1) \\ =4 m n+2 n-2 m-1 \\ =2(2 m n-n-m)+1\end{array} \)</Answer>
<Misconception>Does not know the meaning of the word ""sum""</Misconception>","<Construct>Manipulate algebraic expressions/Construct>
<Subject>Expanding Brackets/Subject>
<Question>
Which of these shows part of the proof that the product of two binomials is a perfect square?
</Question>
<Answer>\( (x+y)^{2}=x^{2}+2xy+y^{2} \)</Answer>
<Misconception>Does not know the meaning of the word ""product""</Misconception>"
"<Construct>Prove statements involving odd and even numbers/Construct>
<Subject>Ordering Negative Numbers/Subject>
<Question>
Which of these shows part of the proof that the sum of two odd numbers is even?
</Question>
<Answer>\( \begin{array}{l}\text { Odd + Odd } \\ =\text { even }\end{array} \)</Answer>
<Misconception>Does not understand that 2n represents an even number</Misconception>","<Construct>Prove statements involving odd and even numbers</Construct>
<Subject>Ordering Negative Numbers</Subject>
<Question>
Which of these shows part of the proof that the product of two even numbers is even?
</Question>
<Answer>\( \begin{array}{l}\text { 2n * 2m } \\ =\text { 2(2nm) }\end{array} \)</Answer>
<Misconception>Does not understand that 2n represents an even number</Misconception>"
"<Construct>Carry out missing number subtraction problems involving negative integers/Construct>
<Subject>Adding and Subtracting Negative Numbers/Subject>
<Question>
![Number line with -12 and -7 marked. Starting at -12, follow an arrow pointing to the right labelled +10. Then there is an arrow labelled b pointing to the left, which ends at -7 on the number line.]() What is the value of \( b \) ?
</Question>
<Answer>\( -7 \)</Answer>
<Misconception>Assumes that an arrow on a number line starts at zero</Misconception>","![Number line with -15 and -9 marked. Starting at -15, follow an arrow pointing to the right labelled +8. Then there is an arrow labelled c pointing to the left, which ends at -9 on the number line.]() What is the value of \( c \) ?
A) -8
B) -6
C) -24
D) -15"
"<Construct>Carry out missing number subtraction problems involving negative integers/Construct>
<Subject>Adding and Subtracting Negative Numbers/Subject>
<Question>
![Number line with -12 and -7 marked. Starting at -12, follow an arrow pointing to the right labelled +10. Then there is an arrow labelled b pointing to the left, which ends at -7 on the number line.]() What is the value of \( b \) ?
</Question>
<Answer>\( -6 \)</Answer>
<Misconception>Counts the starting number when counting backwards</Misconception>","<Construct>Carry out missing number subtraction problems involving negative integers</Construct>
<Subject>Adding and Subtracting Negative Numbers</Subject>
<Question>
![Number line with -8 and -3 marked. Starting at -8, follow an arrow pointing to the right labelled +5. Then there is an arrow labelled a pointing to the left, which ends at -3 on the number line.]() What is the value of \( a \) ?
</Question>
<Answer>\( -5 \)</Answer>
<Misconception>Counts the starting number when counting backwards</Misconception>"
"<Construct>Subtract algebraic fractions where the denominators are single terms and are not multiples of each other/Construct>
<Subject>Adding and Subtracting Algebraic Fractions/Subject>
<Question>
Express the following as a single fraction, writing your answer as simply as possible: \( \frac{1}{s}-\frac{t}{3} \)
</Question>
<Answer>\( \frac{1-t}{3 s} \)</Answer>
<Misconception>When subtracting fractions, subtracts the numerators and multiplies the denominators</Misconception>","<Construct>Subtract algebraic fractions where the denominators are single terms and are not multiples of each other/Construct>
<Subject>Adding and Subtracting Algebraic Fractions/Subject>
<Question>
Express the following as a single fraction, writing your answer as simply as possible: \( \frac{2}{a}-\frac{3}{b} \)
</Question>
<Answer>\( \frac{2b-3a}{ab} \)</Answer>
<Misconception>When subtracting fractions, subtracts the numerators and multiplies the denominators</Misconception>"
"<Construct>Subtract algebraic fractions where the denominators are single terms and are not multiples of each other/Construct>
<Subject>Adding and Subtracting Algebraic Fractions/Subject>
<Question>
Express the following as a single fraction, writing your answer as simply as possible: \( \frac{1}{s}-\frac{t}{3} \)
</Question>
<Answer>\( \frac{s-3 t}{3 s} \)</Answer>
<Misconception>Believes they should multiply each numerator by its original denominator when adding/subtracting fractions</Misconception>","<Construct>Simplify algebraic fractions where the numerator and denominator are single terms and are not multiples of each other</Construct>
<Subject>Simplifying Algebraic Fractions</Subject>
<Question>
Simplify the following fraction, writing your answer as simply as possible: \( \frac{2x}{4} \)
</Question>
<Answer>\( \frac{x}{2} \)</Answer>
<Misconception>Believes they should multiply each numerator by its original denominator when adding/subtracting fractions</Misconception>"
"<Construct>Subtract algebraic fractions where the denominators are single terms and are not multiples of each other/Construct>
<Subject>Adding and Subtracting Algebraic Fractions/Subject>
<Question>
Express the following as a single fraction, writing your answer as simply as possible: \( \frac{1}{s}-\frac{t}{3} \)
</Question>
<Answer>\( \frac{1-t}{s-3} \)</Answer>
<Misconception>Does not find a common denominator when adding/subtracting fractions</Misconception>","<Construct>Simplify algebraic expressions by combining like terms and cancelling out any common factors/Construct>
<Subject>Algebraic Expressions/Subject>
<Question>
Simplify the expression: \( 2x + 3x^2 - x^2 \)
</Question>
<Answer>\( 2x + 2x^2 \)</Answer>
<Misconception>Does not find a common denominator when adding/subtracting fractions</Misconception>"
"<Construct>Given the volume of a cuboid, work out missing information/Construct>
<Subject>Volume of Prisms/Subject>
<Question>
The volume of this cuboid is \( 30 \mathrm{~cm}^{3} \)

What length should replace the star? ![A cuboid, depth 2cm and height 3cm. The width is labelled with a star.]()
</Question>
<Answer>\( 25 \mathrm{~cm} \)</Answer>
<Misconception>Adds when calculating volume instead of multiplying</Misconception>","<Construct>Given the volume of a cuboid, work out missing information</Construct>
<Subject>Volume of Prisms</Subject>
<Question>
The volume of this cuboid is \( 96 \mathrm{~cm}^{3} \)

What height should replace the star? ![A cuboid, depth 4cm and width 6cm. The height is labelled with a star.]()
</Question>
<Answer>\( 4 \mathrm{~cm} \)</Answer>
<Misconception>Adds when calculating volume instead of multiplying</Misconception>"
"<Construct>Factorise a quadratic expression in the form ax² + bx + c where a is prime/Construct>
<Subject>Factorising into a Double Bracket/Subject>
<Question>
Step 1: Factorise the following expression

\(
3 x^{2}+5 x+2
\)
</Question>
<Answer>\( (3 x+2)(3 x+1) \)</Answer>
<Misconception>When factorising a quadratic with a non-unit coefficient of x squared, believes that coefficient will be in front of both x terms in the factorised form</Misconception>","<Construct>Factorise a quadratic expression in the form ax² + bx + c where a is prime</Construct>
<Subject>Factorising into a Double Bracket</Subject>
<Question>
Step 1: Factorise the following expression

\(
5 x^{2}+7 x+2
\)
</Question>
<Answer>\( (5 x+2)(5 x+1) \)</Answer>
<Misconception>When factorising a quadratic with a non-unit coefficient of x squared, believes that coefficient will be in front of both x terms in the factorised form</Misconception>"
"<Construct>Given the solution to one problem, deduce the answer to a related problem using the same operation/Construct>
<Subject>Mental Addition and Subtraction/Subject>
<Question>
Tom and Katie are discussing related calculations
Tom says if you know that \( 3748+426=4174 \), then \( 3748+427 \) must equal \( \mathbf{4 1 7 5} \)

Katie says if you know that \( 3748-426=3322 \), then \( 3748 \) - \( 427 \) must equal \( \mathbf{3 3 2 3} \)
Who is correct?
</Question>
<Answer>Only Katie</Answer>
<Misconception>Does not realise that adding a larger number gives a larger answer</Misconception>","<Question>
Alex and Ben are discussing related calculations
Alex says if you know that 9456 - 279 = 9177, then 9456 - 280 must equal 9179
Ben says if you know that 9456 + 279 = 9735, then 9456 + 280 must equal 9737
Who is correct?
</Question>
<Answer>Only Alex</Answer>
<Misconception>Does not realise that adding a larger number gives a larger answer</Misconception>"
"<Construct>Given the solution to one problem, deduce the answer to a related problem using the same operation/Construct>
<Subject>Mental Addition and Subtraction/Subject>
<Question>
Tom and Katie are discussing related calculations
Tom says if you know that \( 3748+426=4174 \), then \( 3748+427 \) must equal \( \mathbf{4 1 7 5} \)

Katie says if you know that \( 3748-426=3322 \), then \( 3748 \) - \( 427 \) must equal \( \mathbf{3 3 2 3} \)
Who is correct?
</Question>
<Answer>Both Tom and Katie</Answer>
<Misconception>Does not realise that subtracting a larger number will give a smaller answer</Misconception>","<Construct>Given the solution to one problem, deduce the answer to a related problem using the same operation/Construct>
<Subject>Mental Addition and Subtraction/Subject>
<Question>
Sophie and Alex are discussing related calculations
Sophie says if you know that \(2439-198=2241\), then \(2439-199\) must equal \(\mathbf{2 2 4 2}\)

Alex says if you know that \(2439+198=2637\), then \(2439+199\) must equal \(\mathbf{2 6 3 8}\)
Who is correct?
</Question>
<Answer>Both Sophie and Alex</Answer>
<Misconception>Does not realise that subtracting a larger number will give a smaller answer</Misconception>"
"<Construct>Interpret sloping linear sections of a displacement-time graph/Construct>
<Subject>Real Life Graphs/Subject>
<Question>
This graph shows how far Fido the dog is from his home.
What might the negative-sloping section represent? ![A graph with time (secs) on the horizontal axis and distance (m) on the vertical axis. The graph starts at the origin, travels in a straight line up and right, travels horizontally, then travels in a straight line down and right back to the x-axis. ]()
</Question>
<Answer>Fido has fallen asleep</Answer>
<Misconception>Confuses rest and movement on a distance time graph</Misconception>","<Construct>Interpret sloping linear sections of a velocity-time graph</Construct>
<Subject>Real Life Graphs</Subject>
<Question>
This graph shows how fast a car is moving.
What might the negative-sloping section represent? ![A graph with time (secs) on the horizontal axis and velocity (m/s) on the vertical axis. The graph starts at the origin, travels in a straight line up and right, travels horizontally, then travels in a straight line down and right back to the x-axis. ]()
</Question>
<Answer>The car's driver has stopped looking at the road</Answer>
<Misconception>Confuses rest and movement on a distance time graph</Misconception>"
"<Construct>Interpret sloping linear sections of a displacement-time graph/Construct>
<Subject>Real Life Graphs/Subject>
<Question>
This graph shows how far Fido the dog is from his home.
What might the negative-sloping section represent? ![A graph with time (secs) on the horizontal axis and distance (m) on the vertical axis. The graph starts at the origin, travels in a straight line up and right, travels horizontally, then travels in a straight line down and right back to the x-axis. ]()
</Question>
<Answer>Fido is accelerating</Answer>
<Misconception>Believes the gradient of a distance-time graph is the acceleration</Misconception>","<Construct>Interpret sloping linear sections of a velocity-time graph/Construct>
<Subject>Motion Graphs/Subject>
<Question>
This graph shows the velocity of a bike.
What might the positive-sloping section represent? ![A graph with time (secs) on the horizontal axis and velocity (m/s) on the vertical axis. The graph starts at the origin, travels in a straight line up and right, then travels horizontally. ]()
</Question>
<Answer>Fido is accelerating</Answer>
<Misconception>Believes the gradient of a velocity-time graph is the velocity</Misconception>"
"<Construct>Interpret sloping linear sections of a displacement-time graph/Construct>
<Subject>Real Life Graphs/Subject>
<Question>
This graph shows how far Fido the dog is from his home.
What might the negative-sloping section represent? ![A graph with time (secs) on the horizontal axis and distance (m) on the vertical axis. The graph starts at the origin, travels in a straight line up and right, travels horizontally, then travels in a straight line down and right back to the x-axis. ]()
</Question>
<Answer>Fido is walking away from home</Answer>
<Misconception>Believes a downward slope on a distance-time graph means travelling away</Misconception>","<Construct>Understand the concept of velocity on a displacement-time graph/Construct>
<Subject>Motion/Subject>
<Question>
The graph below shows the motion of a car. What might the downward-sloping section represent?
![A graph with time (s) on the horizontal axis and position (m) on the vertical axis. The graph starts at the origin, travels in a straight line up and right, then travels in a straight line down and right. ]()
</Question>
<Answer>The car is slowing down</Answer>
<Misconception>Believes a downward slope on a distance-time graph means travelling away</Misconception>"
"<Construct>Solve missing number mental multiplication questions/Construct>
<Subject>Mental Multiplication and Division/Subject>
<Question>
What should replace the star?
\[
\bigstar \times 4=108
\]
</Question>
<Answer>\( 432 \)</Answer>
<Misconception>When solving a problem that requires an inverse operation (e.g. missing number problems), does the original operation</Misconception>","<Construct>Solve missing number mental division questions</Construct>
<Subject>Mental Multiplication and Division</Subject>
<Question>
What should replace the star?
\[
18 \div \bigstar = 3
\]
</Question>
<Answer>\( 6 \)</Answer>
<Misconception>When solving a problem that requires an inverse operation (e.g. missing number problems), does the original operation</Misconception>"
"<Construct>Solve missing number mental multiplication questions/Construct>
<Subject>Mental Multiplication and Division/Subject>
<Question>
What should replace the star?
\[
\bigstar \times 4=108
\]
</Question>
<Answer>\( 104 \)</Answer>
<Misconception>Adds instead of multiples</Misconception>","<Construct>Solve missing number mental multiplication questions</Construct>
<Subject>Mental Multiplication and Division</Subject>
<Question>
What should replace the star?
\[
6 \times \bigstar = 90
\]
</Question>
<Answer>\( 15 \)</Answer>
<Misconception>Adds instead of multiples</Misconception>"
"<Construct>Calculate speed where distance and time are in the appropriate units/Construct>
<Subject>Substitution into Formula/Subject>
<Question>
The formula for speed is
\(
\text { Speed }=\frac{\text { Distance }}{\text { Time }}
\)
A snail travels \( 4 \mathrm{~m} \) in \( 10 \) hours. What was its speed?
</Question>
<Answer>\( 40 \) metres per hour</Answer>
<Misconception>Believes speed is distance multiplied by time</Misconception>","<Construct>Calculate speed where distance and time are in the appropriate units</Construct>
<Subject>Substitution into Formula</Subject>
<Question>
The formula for speed is
\( 
\text { Speed }=\frac{\text { Distance }}{\text { Time }}
\)
A car travels \( 240 \mathrm{~km} \) in \( 4 \) hours. What was its speed?
</Question>
<Answer>\( 60 \) kilometres per hour</Answer>
<Misconception>Believes speed is distance multiplied by time</Misconception>"
"<Construct>Calculate speed where distance and time are in the appropriate units/Construct>
<Subject>Substitution into Formula/Subject>
<Question>
The formula for speed is
\(
\text { Speed }=\frac{\text { Distance }}{\text { Time }}
\)
A snail travels \( 4 \mathrm{~m} \) in \( 10 \) hours. What was its speed?
</Question>
<Answer>\( 2.5 \) metres per hour</Answer>
<Misconception>Believes division is commutative </Misconception>","<Construct>Calculate speed where distance and time are in the appropriate units</Construct>
<Subject>Substitution into Formula</Subject>
<Question>
The formula for speed is 
\(
\text { Speed }=\frac{\text { Distance }}{\text { Time }}
\)
A car travels 120 km in 2 hours. What was its speed?
</Question>
<Answer>60 km per hour</Answer>
<Misconception>Believes division is commutative</Misconception>"
"<Construct>Given a sketch of a circle with centre at the origin, write its equation in the form x² + y² = r²/Construct>
<Subject>Equation of a Circle/Subject>
<Question>
What is the equation of this circle? ![A set of axes with a circle drawn. The circle goes through the points (4,0), (0, -4), (-4,0) and (0,4). ]()
</Question>
<Answer>\( x^{2}+y^{2}=\sqrt{4} \)</Answer>
<Misconception>Confuses the square root of the radius with the radius squared in the equation of a circle</Misconception>","<Construct>Given a sketch of a circle with centre at the origin, write its equation in the form x² + y² = r²</Construct>
<Subject>Equation of a Circle</Subject>
<Question>
What is the equation of this circle? ![A set of axes with a circle drawn. The circle goes through the points (3,0), (0, -3), (-3,0) and (0,3). ]()
</Question>
<Answer>\( x^{2}+y^{2}=\sqrt{9} \)</Answer>
<Distractors>\( x^{2}+y^{2}=9 \), \( x^{2}+y^{2}=3 \), \( x^{2}+y^{2}=27 \)</Distractors>"
"<Construct>Given a sketch of a circle with centre at the origin, write its equation in the form x² + y² = r²/Construct>
<Subject>Equation of a Circle/Subject>
<Question>
What is the equation of this circle? ![A set of axes with a circle drawn. The circle goes through the points (4,0), (0, -4), (-4,0) and (0,4). ]()
</Question>
<Answer>\( x^{2}+y^{2}=8 \)</Answer>
<Misconception>Mixes up squaring and multiplying by 2 or doubling</Misconception>","<Construct>Given a sketch of a circle with centre at the origin, write its equation in the form x² + y² = r²</Construct>
<Subject>Equation of a Circle</Subject>
<Question>
What is the equation of this circle? ![A set of axes with a circle drawn. The circle goes through the points (3,0), (0, -3), (-3,0) and (0,3). ]()
</Question>
<Answer>\( x^{2}+y^{2}=9 \)</Answer>
<Distractor1>\( x^{2}+y^{2}=6 \)</Distractor1>
<Distractor2>\( x^{2}+y^{2}=18 \)</Distractor2>
<Distractor3>\( x^{2}+y^{2}=3^{2}*2 \)</Distractor3>"
"<Construct>Given a sketch of a circle with centre at the origin, write its equation in the form x² + y² = r²/Construct>
<Subject>Equation of a Circle/Subject>
<Question>
What is the equation of this circle? ![A set of axes with a circle drawn. The circle goes through the points (4,0), (0, -4), (-4,0) and (0,4). ]()
</Question>
<Answer>\( x^{2}+y^{2}=4 \)</Answer>
<Misconception>Confuses the radius with the radius squared in the equation of a circle</Misconception>","<Construct>Given a sketch of a circle with centre at the origin, write its equation in the form x² + y² = r²/Construct>
<Subject>Equation of a Circle/Subject>
<Question>
What is the equation of this circle? ![A set of axes with a circle drawn. The circle goes through the points (3,0), (0, -3), (-3,0) and (0,3). ]()
</Question>
<Answer>\( x^{2}+y^{2}=9 \)</Answer>
<Distractor1>\( x^{2}+y^{2}=3 \)</Distractor1>
<Distractor2>\( x^{2}+y^{2}=6 \)</Distractor2>
<Distractor3>\( x+y=3 \)</Distractor3>"
"<Construct>Substitute negative integer values into expressions involving no powers or roots/Construct>
<Subject>Substitution into Formula/Subject>
<Question>
If \( d=-2 \) what is the value of \( 10-2 d \) ?
</Question>
<Answer>\( 6 \)</Answer>
<Misconception>Believes multiplying two negatives gives a negative answer</Misconception>","<Construct>Substitute negative integer values into expressions involving no powers or roots</Construct>
<Subject>Substitution into Formula</Subject>
<Question>
If \( x=-3 \) what is the value of \( 7+x \) ?
</Question>
<Answer>\( 4 \)</Answer>
<Distractors>\( -10, -4, 10 \)</Distractors>"
"<Construct>Count backwards in steps of of something other than one/Construct>
<Subject>Counting/Subject>
<Question>
George is counting backwards in steps of \( 5 \).
He starts at the number \( 19,103 \) what is the next number he will say?
</Question>
<Answer>\( 19,102 \)</Answer>
<Misconception>Counts on by 1, when asked to count forward/backwards in a step other than 1</Misconception>","<Construct>Count backwards in steps of of something other than one/Construct>
<Subject>Counting/Subject>
<Question>
Maya is counting backwards in steps of \( 3 \).
She starts at the number \( 24 \) what is the next number she will say?
</Question>
<Answer>\( 21 \)</Answer>
<Misconception>Counts on by 1, when asked to count forward/backwards in a step other than 1</Misconception>
<Distractor1>\( 23 \)</Distractor1>
<Distractor2>\( 25 \)</Distractor2>
<Distractor3>\( 27 \)</Distractor3>"
"<Construct>Count backwards in steps of of something other than one/Construct>
<Subject>Counting/Subject>
<Question>
George is counting backwards in steps of \( 5 \).
He starts at the number \( 19,103 \) what is the next number he will say?
</Question>
<Answer>\( 19,099 \)</Answer>
<Misconception>Counts the starting number when counting backwards</Misconception>","<Construct>Count backwards in steps of of something other than one</Construct>
<Subject>Counting</Subject>
<Question>
Sarah is counting backwards in steps of \( 3 \).
She starts at the number \( 24,570 \) what is the next number she will say?
</Question>
<Answer>\( 24,567 \)</Answer>
<Distractors>\( 24,570 \), \( 24,573 \), \( 24,566 \)</Distractors>
<Misconception>Counts the starting number when counting backwards</Misconception>"
"<Construct>Solve linear inequalities in one variable where the unknown appears on boths sides of the equation/Construct>
<Subject>Solving Linear Inequalities/Subject>
<Question>
Solve
\[
2 n+3 \leq 3 n-7
\]
</Question>
<Answer>\( 2 \leq n \)</Answer>
<Misconception>When solving an equation, uses the same operation rather than the inverse.</Misconception>","<Construct>Solve linear equations in one variable where the unknown appears on both sides of the equation</Construct>
<Subject>Solving Linear Equations</Subject>
<Question>
Solve
\[
2 x-4=3 x+2
\]
</Question>
<Answer>\( x=-6 \)</Answer>
<Misconception>When solving an equation, uses the same operation rather than the inverse.</Misconception>"
"<Construct>Solve linear inequalities in one variable where the unknown appears on boths sides of the equation/Construct>
<Subject>Solving Linear Inequalities/Subject>
<Question>
Solve
\[
2 n+3 \leq 3 n-7
\]
</Question>
<Answer>\( n \leq 10 \)</Answer>
<Misconception>Believes they can multiply/divide through by a negative number without changing the direction of the inequality</Misconception>","<Construct>Solve linear inequalities in one variable where the unknown appears on boths sides of the equation</Construct>
<Subject>Solving Linear Inequalities</Subject>
<Question>
Solve
\[
5 x-2 \geq 2 x+11
\]
</Question>
<Answer>\( x \geq -13 \)</Answer>
<Misconception>Believes they can multiply/divide through by a negative number without changing the direction of the inequality</Misconception>"
"<Construct>Solve linear inequalities in one variable where the unknown appears on boths sides of the equation/Construct>
<Subject>Solving Linear Inequalities/Subject>
<Question>
Solve
\[
2 n+3 \leq 3 n-7
\]
</Question>
<Answer>\( -4 \leq n \)</Answer>
<Misconception>When solving an equation, uses the same operation rather than the inverse.</Misconception>","<Construct>Solve linear inequalities in one variable where the unknown appears on both sides of the equation</Construct>
<Subject>Solving Linear Inequalities</Subject>
<Question>
Solve
\[
4 x-2=2 x+8
\]
</Question>
<Answer>\( x \leq 5 \)</Answer>
<Misconception>When solving an equation, uses the same operation rather than the inverse.</Misconception>"
"<Construct>Determine the function of a single function machine used to create an algebraic expression/Construct>
<Subject>Function Machines/Subject>
<Question>
Tom and Katie are discussing this function machine ![A function machine with an input of m+2, no function labelled and an output of 3m+2]() Tom says the function could be \( +2 m \)
Katie says the function could be \( \times 3 \)
Who do you agree with?
</Question>
<Answer>Both Tom and Katie</Answer>
<Misconception>Only multiplies the first term in the expansion of a bracket</Misconception>","<Construct>Determine the function of a single function machine used to create an algebraic expression</Construct>
<Subject>Function Machines</Subject>
<Question>
Jaden and Ava are discussing this function machine ![A function machine with an input of 2x-1, no function labelled and an output of 4x-2]() Jaden says the function could be \( \times 2 \)
Ava says the function could be \( -1 \) added to it
Who do you agree with?
</Question>
<Answer>Only Jaden</Answer>
<Misconception>Only multiplies the first term in the expansion of a bracket</Misconception>"
"<Construct>Convert between cm and m/Construct>
<Subject>Length Units/Subject>
<Question>
\[450 \mathrm{~cm}=\] \[\square \mathrm{~m}\] 
</Question>
<Answer>\( 45 \)</Answer>
<Misconception>Thinks there are 10cm in a metre</Misconception>","<Construct>Convert between cm and m</Construct>
<Subject>Length Units</Subject>
<Question>
\[720 \mathrm{~cm}=\] \[\square \mathrm{~m}\] 
</Question>
<Answer>\( 72 \)</Answer>
<Misconception>Thinks there are 10cm in a metre</Misconception>"
"<Construct>Convert between cm and m/Construct>
<Subject>Length Units/Subject>
<Question>
\[450 \mathrm{~cm}=\] \[\square \mathrm{~m}\] 
</Question>
<Answer>\( 5 \)</Answer>
<Misconception>Gives a rounded whole number instead of a decimal</Misconception>","<Construct>Convert between cm and m</Construct>
<Subject>Length Units</Subject>
<Question>
\[270 \mathrm{~cm}=\] \[\square \mathrm{~m}\] 
</Question>
<Answer>\( 2.7 \)</Answer>
<Misconception>Gives a rounded whole number instead of a decimal</Misconception>"
"<Construct>Convert between cm and m/Construct>
<Subject>Length Units/Subject>
<Question>
\[450 \mathrm{~cm}=\] \[\square \mathrm{~m}\] 
</Question>
<Answer>\( 45000 \)</Answer>
<Misconception>Multiplies when converting to a larger unit</Misconception>","<Construct>Convert between mm and cm</Construct>
<Subject>Length Units</Subject>
<Question>
\[750 \mathrm{~mm}=\] \[\square \mathrm{~cm}\] 
</Question>
<Answer>\( 7.5 \)</Answer>
<Misconception>Multiplies when converting to a larger unit</Misconception>"
"<Construct>Solve linear equations with the variable appearing on both sides, involving positive fractions/Construct>
<Subject>Linear Equations/Subject>
<Question>
Which of the following is a correct first step to solve this equation:
\(\frac{2 r-3}{5}=2+r\)
</Question>
<Answer>\( \frac{2 r}{5}=5+r \)</Answer>
<Misconception>Adds or subtracts from numerator first when solving an equation with a fraction</Misconception>","<Construct>Solve linear equations with the variable appearing on both sides, involving positive fractions</Construct>
<Subject>Linear Equations</Subject>
<Question>
Which of the following is a correct first step to solve this equation:
\(\frac{x+2}{3}=x-1\)
</Question>
<Answer>\(\frac{x}{3}=x-5\)</Answer>
<Misconception>Adds or subtracts from numerator first when solving an equation with a fraction</Misconception>"
"<Construct>Solve linear equations with the variable appearing on both sides, involving positive fractions/Construct>
<Subject>Linear Equations/Subject>
<Question>
Which of the following is a correct first step to solve this equation:
\(\frac{2 r-3}{5}=2+r\)
</Question>
<Answer>\( 10 r-15=10+5 r \)</Answer>
<Misconception>Incorrectly clears fractions from equations</Misconception>","<Construct>Solve linear equations with the variable appearing on both sides, involving positive fractions</Construct>
<Subject>Linear Equations</Subject>
<Question>
Which of the following is a correct first step to solve this equation:
\(\frac{x+2}{4}=x-1\)
</Question>
<Answer>\(x+2=4x-4\)</Answer>
<Misconception>Incorrectly clears fractions from equations</Misconception>"
