query,response
"<Construct>Calculate missing lengths of shapes by geometrical inference, where the lengths given are in the same units/Construct>
<Subject>Compound Area/Subject>
<Question>
What is the area of the shaded section of this composite shape made from rectangles? ![A composite shape made from two rectangles that form an ""L"" shape.  The base of the shape is horizontal and is 13cm long. The vertical height of the whole shape is 14cm. The horizontal width of the top part of the shape is 6cm. The vertical height of the top rectangle is 8cm. The right handed rectangle is shaded blue]()
</Question>
<Answer>\( 48 \mathrm{~cm}^{2} \)</Answer>
<Misconception>Uses an incorrect side length when splitting a composite shape into parts</Misconception>","<Construct>Calculate missing lengths of shapes by geometrical inference, where the lengths given are in the same units</Construct>
<Subject>Compound Perimeter</Subject>
<Question>
What is the perimeter of the shaded section of this composite shape made from rectangles? ![A composite shape made from two rectangles that form a ""T"" shape. The vertical height of the shape is 12cm long. The horizontal width of the top part of the shape is 8cm. The horizontal width of the bottom part of the shape is 10cm. The vertical height of the top rectangle is 4cm. The top rectangle is shaded blue]()
</Question>
<Answer>\( 42 \mathrm{~cm} \)</Answer>
<Misconception>Uses an incorrect side length when splitting a composite shape into parts</Misconception>"
"<Construct>Calculate missing lengths of shapes by geometrical inference, where the lengths given are in the same units/Construct>
<Subject>Compound Area/Subject>
<Question>
What is the area of the shaded section of this composite shape made from rectangles? ![A composite shape made from two rectangles that form an ""L"" shape.  The base of the shape is horizontal and is 13cm long. The vertical height of the whole shape is 14cm. The horizontal width of the top part of the shape is 6cm. The vertical height of the top rectangle is 8cm. The right handed rectangle is shaded blue]()
</Question>
<Answer>\( 104 \mathrm{~cm}^{2} \)</Answer>
<Misconception>Uses an incorrect side length when splitting a composite shape into parts</Misconception>","<Question>
What is the area of the shaded section of this composite shape made from rectangles? ![A composite shape made from two rectangles that form a ""T"" shape.  The vertical height of the shape is 10cm long. The horizontal width of the top part of the shape is 12cm. The horizontal width of the bottom part of the shape is 8cm. The left handed rectangle is shaded blue]()
</Question>
<Answer>\( 64 \mathrm{~cm}^{2} \)</Answer>
<Distractors>
$84\mathrm{~cm}^{2}$
$96\mathrm{~cm}^{2}$
$120\mathrm{~cm}^{2}$
</Distractors>"
"<Construct>Calculate missing lengths of shapes by geometrical inference, where the lengths given are in the same units/Construct>
<Subject>Compound Area/Subject>
<Question>
What is the area of the shaded section of this composite shape made from rectangles? ![A composite shape made from two rectangles that form an ""L"" shape.  The base of the shape is horizontal and is 13cm long. The vertical height of the whole shape is 14cm. The horizontal width of the top part of the shape is 6cm. The vertical height of the top rectangle is 8cm. The right handed rectangle is shaded blue]()
</Question>
<Answer>\( 56 \mathrm{~cm}^{2} \)</Answer>
<Misconception>Uses an incorrect side length when splitting a composite shape into parts</Misconception>","<Construct>Calculate missing lengths of shapes by geometrical inference, where the lengths given are in the same units</Construct>
<Subject>Compound Perimeter</Subject>
<Question>
What is the perimeter of the shaded section of this composite shape made from rectangles? ![A composite shape made from two rectangles that form an inverted ""T"" shape. The vertical height of the shape is 18cm. The horizontal width of the top part of the shape is 8cm. The horizontal width of the bottom part of the shape is 12cm. The right handed rectangle is shaded blue]()
</Question>
<A>60 cm</A>
<B>56 cm</B>
<C>64 cm</C>
<D>52 cm</D>
<Answer>B</Answer>
<Misconception>Uses an incorrect side length when splitting a composite shape into parts</Misconception>"
"<Construct>Find the gradient of a line written in the form ax + by = c/Construct>
<Subject>Finding the Gradient and Intercept of a Line from the Equation/Subject>
<Question>
In which region would \( x+y=1 \) belong? ![A Venn diagram with two intersecting sets. The set on the right is 'Crosses the y-axis at (0,1)' and the set of the right is 'Has a positive gradient'. A is in the 'Crosses the y-axis at (0,1)' set only, B is in the intersection, C is in the 'Has a positive gradient' only and D is outside both sets.]()
</Question>
<Answer>B</Answer>
<Misconception>Believes that the coefficient of x represents the gradient even when a line is not in the form y = mx+c</Misconception>","<Construct>Find the gradient of a line written in the form ax + by = c</Construct>
<Subject>Finding the Gradient and Intercept of a Line from the Equation</Subject>
<Question>
In which region would \( 2x-3y=6 \) belong? ![A Venn diagram with two intersecting sets. The set on the right is 'Crosses the y-axis at (0,2)' and the set of the right is 'Has a positive gradient'. A is in the 'Crosses the y-axis at (0,2)' set only, B is in the intersection, C is in the 'Has a positive gradient' only and D is outside both sets.]()
</Question>
<Answer>B</Answer>
<Misconception>Believes that the coefficient of x represents the gradient even when a line is not in the form y = mx+c</Misconception>"
"<Construct>Use brackets to write function machines as calculations/Construct>
<Subject>Writing Expressions/Subject>
<Question>
Jo and Paul are arguing about the result of this Function Machine:
Jo says the output is: \( \frac{n}{5}+3 \)
Paul says the output is: \( \frac{n+3}{5} \)
Who is correct? ![A function machine showing an input of n and operations divide by 5 and add 3]()
</Question>
<Answer>Only
Paul</Answer>
<Misconception>Does not follow the arrows through a function machine, changes the order of the operations asked.</Misconception>","<Construct>Use brackets to write function machines as calculations</Construct>
<Subject>Writing Expressions</Subject>
<Question>
Samantha and Mark are arguing about the result of this Function Machine:
Samantha says the output is: \( 2\times n - 4 \)
Mark says the output is: \( 2\times (n - 4) \)
Who is correct? ![A function machine showing an input of n and operations multiply by 2 and subtract 4]()
</Question>
<Answer>Only
Mark</Answer>
<Misconception>Does not follow the arrows through a function machine, changes the order of the operations asked.</Misconception>"
"<Construct>Use brackets to write function machines as calculations/Construct>
<Subject>Writing Expressions/Subject>
<Question>
Jo and Paul are arguing about the result of this Function Machine:
Jo says the output is: \( \frac{n}{5}+3 \)
Paul says the output is: \( \frac{n+3}{5} \)
Who is correct? ![A function machine showing an input of n and operations divide by 5 and add 3]()
</Question>
<Answer>Both Jo and Paul</Answer>
<Misconception>Does not follow the arrows through a function machine, changes the order of the operations asked.</Misconception>","<Construct>Use brackets to write function machines as calculations</Construct>
<Subject>Writing Expressions</Subject>
<Question>
Sam and Alex are arguing about the result of this Function Machine:
Sam says the output is: \( 2n-4 \)
Alex says the output is: \( 2(n-4) \)
Who is correct? ![A function machine showing an input of n and operations multiply by 2 and subtract 4]()
</Question>
<Answer>Both Sam and Alex</Answer>
<Misconception>Does not follow the arrows through a function machine, changes the order of the operations asked.</Misconception>"
"<Construct>Substitute positive integer values into expressions involving no powers or roots/Construct>
<Subject>Substitution into Formula/Subject>
<Question>
When \( h=10 \)
\(
\frac{h}{2}=
\)
</Question>
<Answer>\( 8 \)</Answer>
<Misconception>Thinks the fraction bar means subtract rather than divide</Misconception>","<Construct>Substitute positive integer values into expressions involving no powers or roots/Construct>
<Subject>Substitution into Formula/Subject>
<Question>
When \( x=6 \)
\(
\frac{12}{x}=
\)
</Question>
<Answer>\( 2 \)</Answer>
<Misconception>Thinks the fraction bar means subtract rather than divide</Misconception>"
"<Construct>Substitute positive integer values into expressions involving no powers or roots/Construct>
<Subject>Substitution into Formula/Subject>
<Question>
When \( h=10 \)
\(
\frac{h}{2}=
\)
</Question>
<Answer>\( -5 \)</Answer>
<Misconception>Believes dividing two positives will give a negative answer</Misconception>","<Construct>Substitute positive integer values into expressions involving no powers or roots</Construct>
<Subject>Substitution into Formula</Subject>
<Question>
When \( x=8 \)
\(
\frac{24}{x}=
\)
</Question>
<Answer>\( 3 \)</Answer>
<Distractors>\( -3 \), \( 6 \), \( 96 \)</Distractors>
<Misconception>Believes dividing two positives will give a negative answer</Misconception>"
"<Construct>Find the nth term rule for ascending quadratic sequences in the form ax² + bx + c/Construct>
<Subject>Quadratic Sequences/Subject>
<Question>
\(
6,14,28,48,74, \ldots
\)

When calculating the nth-term rule of this sequence, what should replace the triangle?

nth-term rule: \( 3 n^{2} \)\( \color{red}\triangle \)  \(n\) \( \color{purple}\square \)

</Question>
<Answer>\[
+1
\]
(or just a + sign)</Answer>
<Misconception>When finding the differences between terms in a sequence, believes they can do so from right to left </Misconception>","<Construct>Find the nth term rule for ascending quadratic sequences in the form ax² + bx + c</Construct>
<Subject>Quadratic Sequences</Subject>
<Question>
\( 
10,22,40,64,94, \ldots 
\)

When calculating the nth-term rule of this sequence, what should replace the triangle?

nth-term rule: \( 4 n^{2} \)\( \color{red}\triangle \)  \(n\) \( \color{purple}\square \)

</Question>
<Answer>
\[
-2
\]
</Answer>
<Misconception>When finding the differences between terms in a sequence, believes they can do so from right to left </Misconception>"
"<Construct>Find the nth term rule for ascending quadratic sequences in the form ax² + bx + c/Construct>
<Subject>Quadratic Sequences/Subject>
<Question>
\(
6,14,28,48,74, \ldots
\)

When calculating the nth-term rule of this sequence, what should replace the triangle?

nth-term rule: \( 3 n^{2} \)\( \color{red}\triangle \)  \(n\) \( \color{purple}\square \)

</Question>
<Answer>\( +3 \)</Answer>
<Misconception>When finding the nth term rule for a quadratic sequence, believes they only need to use the first term to calculate the coefficient of n </Misconception>","<Construct>Find the nth term rule for ascending quadratic sequences in the form ax² + bx + c</Construct>
<Subject>Quadratic Sequences</Subject>
<Question>
\(
4,9,18,31,48, \ldots
\)

When calculating the nth-term rule of this sequence, what should replace the triangle?

nth-term rule: \( 2 n^{2} \)\( \color{red}\triangle \)  \(n\) \( \color{purple}\square \)

</Question>
<Answer>\( +2 \)</Answer>
<Misconception>When finding the nth term rule for a quadratic sequence, believes they only need to use the first term to calculate the coefficient of n </Misconception>"
"<Construct>Solve one-step linear equations requiring addition or subtraction, involving positive fractions/Construct>
<Subject>Linear Equations/Subject>
<Question>
Solve the equation:
\(
p-5=\frac{1}{10}
\)
</Question>
<Answer>\( p=\frac{6}{10} \)</Answer>
<Misconception>When adding an integer to a fraction, thinks you add the integer to the numerator</Misconception>","<Construct>Solve one-step linear equations requiring addition or subtraction, involving positive fractions</Construct>
<Subject>Linear Equations</Subject>
<Question>
Solve the equation:
\(
x+\frac{1}{5}=\frac{7}{5}
\)
</Question>
<Answer>\( x=\frac{6}{5} \)</Answer>
<Distractor1>\( x=\frac{8}{5} \)</Distractor1>
<Distractor2>\( x=\frac{3}{5} \)</Distractor2>
<Distractor3>\( x=\frac{2}{5} \)</Distractor3>"
"<Construct>Solve one-step linear equations requiring addition or subtraction, involving positive fractions/Construct>
<Subject>Linear Equations/Subject>
<Question>
Solve the equation:
\(
p-5=\frac{1}{10}
\)
</Question>
<Answer>\( p=\frac{5}{50} \)</Answer>
<Misconception>When solving an equation, multiplies instead of adding</Misconception>","<Construct>Solve one-step linear equations requiring addition or subtraction, involving positive fractions</Construct>
<Subject>Linear Equations</Subject>
<Question>
Solve the equation:
\(
x+\frac{3}{4} = \frac{7}{8}
\)
</Question>
<Answer>\( x=\frac{1}{32} \)</Answer>
<Distractor1>\( x=\frac{3}{2} \)</Distractor1>
<Distractor2>\( x=\frac{21}{32} \)</Distractor2>
<Distractor3>\( x=\frac{7}{2} \)</Distractor3>"
"<Construct>Solve one-step linear inequalities in one variable where the variable appears on one side of the equation/Construct>
<Subject>Solving Linear Inequalities/Subject>
<Question>
Tom and Katie are arguing about solving inequalities.
Tom says \( -2 m>12 \) gives \( m>-6 \)
Katie says \( -2+m>12 \) gives \( m>14 \)
Who is correct?
</Question>
<Answer>Both Tom and Katie</Answer>
<Misconception>Believes they can multiply/divide through by a negative number without changing the direction of the inequality</Misconception>","<Construct>Solve one-step linear inequalities in one variable where the variable appears on one side of the equation</Construct>
<Subject>Solving Linear Inequalities</Subject>
<Question>
Which of the following is true for the inequality \( 4 x<-24 \) ?
A) \( x>-6 \)
B) \( x<-6 \)
C) \( x>6 \)
D) \( x>-24/4 \)
</Question>
<Answer>B) \( x<-6 \)</Answer>
<Misconception>Believes they can multiply/divide through by a negative number without changing the direction of the inequality</Misconception>"
"<Construct>Work out the size of each interior angle in a regular polygon/Construct>
<Subject>Angles in Polygons/Subject>
<Question>
Tom and Katie are discussing how to calculate the size of each interior angle in a regular \( 20 \) sided shape

Tom says you can do \( \frac{18 \times 180}{20} \)

Katie says you can do \( 180-\frac{360}{20} \)

Who is correct?
</Question>
<Answer>Only Tom</Answer>
<Misconception>Does not recognise that interior and exterior angles are supplementary</Misconception>","<Construct>Work out the size of each interior angle in a regular polygon</Construct>
<Subject>Angles in Polygons</Subject>
<Question>
Alex and Ben are discussing how to calculate the size of each interior angle in a regular 15 sided shape

Alex says you can do \( \frac{13 \times 180}{15} \)

Ben says you can do \( 180-\frac{360}{15} \)

Who is correct?
</Question>
<Answer>Only Alex</Answer>
<Misconception>Does not recognise that interior and exterior angles are supplementary</Misconception>"
"<Construct>Work out the size of each interior angle in a regular polygon/Construct>
<Subject>Angles in Polygons/Subject>
<Question>
Tom and Katie are discussing how to calculate the size of each interior angle in a regular \( 20 \) sided shape

Tom says you can do \( \frac{18 \times 180}{20} \)

Katie says you can do \( 180-\frac{360}{20} \)

Who is correct?
</Question>
<Answer>Only Katie</Answer>
<Misconception>Believes the only way to find the interior angle of a regular polygon is to subtract the exterior angle from 180.</Misconception>","<Construct>Work out the size of each interior angle in a regular polygon</Construct>
<Subject>Angles in Polygons</Subject>
<Question>
Alex and Ben are discussing how to calculate the size of each interior angle in a regular 15 sided shape.

Alex says you can do 140

Ben says you can do 180-\frac{360}{15}

Who is correct?
</Question>
<Answer>Only Ben</Answer>
<Misconception>Believes the only way to find the interior angle of a regular polygon is to subtract the exterior angle from 180.</Misconception>"
"<Construct>Round numbers between 0 and 1 to one significant figure/Construct>
<Subject>Rounding to Significant Figures/Subject>
<Question>
\(
0.095643
\)

What is this number rounded to \( 1 \) significant figure?
</Question>
<Answer>\( 0 \)</Answer>
<Misconception>Counts leading zero as a significant figure</Misconception>","<Construct>Rounding to one significant figure/Construct>
<Subject>Rounding to Significant Figures/Subject>
<Question>
\(
0.00423
\)

What is this number rounded to \( 1 \) significant figure?
</Question>
<Answer>\( 0 \)</Answer>
<Misconception>Counts leading zero as a significant figure</Misconception>"
"<Construct>Round numbers between 0 and 1 to one significant figure/Construct>
<Subject>Rounding to Significant Figures/Subject>
<Question>
\(
0.095643
\)

What is this number rounded to \( 1 \) significant figure?
</Question>
<Answer>\( 0.09 \)</Answer>
<Misconception>Rounds down instead of up when next digit is 5</Misconception>","<Construct>Rounding decimals between 0 and 1 to one significant figure</Construct>
<Subject>Rounding to Significant Figures</Subject>
<Question>
\(
0.075289
\)

What is this number rounded to \( 1 \) significant figure?
</Question>
<Answer>\( 0.08 \)</Answer>
<Misconception>Rounds down instead of up when next digit is 5</Misconception>"
"<Construct>Round numbers between 0 and 1 to one significant figure/Construct>
<Subject>Rounding to Significant Figures/Subject>
<Question>
\(
0.095643
\)

What is this number rounded to \( 1 \) significant figure?
</Question>
<Answer>\( 0.01 \)</Answer>
<Misconception>When rounding up from a 9, does not add one on to the digit to the left</Misconception>","<Construct>Rounding numbers between 0 and 1 to one significant figure</Construct>
<Subject>Rounding to Significant Figures</Subject>
<Question>
\(
0.09876
\)

What is this number rounded to \( 1 \) significant figure?
</Question>
<Answer>\( 0.1 \)</Answer>
<Misconception>When rounding up from a 9, does not add one on to the digit to the left</Misconception>"
"<Construct>Solve problems involving converting between fractions, decimals and percentages/Construct>
<Subject>Converting between Fractions and Decimals/Subject>
<Question>
Complete the missing value. ![A circle with two other circles below it, connected to the top circle by lines. The top circle has 60% in, one of the bottom circles has 2/5, and the other is blank.]()
</Question>
<Answer>\( 100 \% \)</Answer>
<Misconception>Identifies the wrong part of a fraction model as the whole</Misconception>","<Construct>Solve problems involving converting between fractions, decimals and percentages</Construct>
<Subject>Converting between Fractions and Decimals</Subject>
<Question>
Complete the missing value. ![A rectangle divided into 10 equal parts, with 4 shaded. The 4 shaded parts are labeled as 0.4. The other 6 unshaded parts have a blank.]()
</Question>
<Answer>\( 0.6 \)</Answer>
<Misconception>Identifies the wrong part of a fraction model as the whole</Misconception>"
"<Construct>Solve problems involving converting between fractions, decimals and percentages/Construct>
<Subject>Converting between Fractions and Decimals/Subject>
<Question>
Complete the missing value. ![A circle with two other circles below it, connected to the top circle by lines. The top circle has 60% in, one of the bottom circles has 2/5, and the other is blank.]()
</Question>
<Answer>\( 60 \% \)</Answer>
<Misconception>Believes to complete a part whole model you select a value already given in the model</Misconception>","<Construct>Solve problems involving converting between fractions, decimals and percentages</Construct>
<Subject>Converting between Decimals and Percentages</Subject>
<Question>
Complete the missing value. ![A circle with two other circles below it, connected to the top circle by lines. The top circle has 0.4 in, one of the bottom circles has 40%, and the other is blank.]()
</Question>
<Answer>0.4</Answer>
<Misconception>Believes to complete a part whole model you select a value already given in the model</Misconception>"
"<Construct>Solve problems involving converting between fractions, decimals and percentages/Construct>
<Subject>Converting between Fractions and Decimals/Subject>
<Question>
Complete the missing value. ![A circle with two other circles below it, connected to the top circle by lines. The top circle has 60% in, one of the bottom circles has 2/5, and the other is blank.]()
</Question>
<Answer>\( 0.4 \)</Answer>
<Misconception>Believes to complete a part whole model you select a value already given in the model</Misconception>","<Construct>Solve problems involving converting between fractions, decimals and percentages</Construct>
<Subject>Converting between Fractions and Decimals</Subject>
<Question>
Complete the missing value. ![A circle with two other circles below it, connected to the top circle by lines. The top circle has 30%, one of the bottom circles has 3/10, and the other is blank.]()
</Question>
<Answer>\( 0.3 \)</Answer>
<Misconception>Believes to complete a part whole model you select a value already given in the model</Misconception>"
"<Construct>Carry out multiplication problems involving one negative integer/Construct>
<Subject>Multiplying and Dividing Negative Numbers/Subject>
<Question>
The product of two numbers is \( -24 \).
What could the two numbers be?
</Question>
<Answer>\( -3 \) and \( -8 \)</Answer>
<Misconception>Believes multiplying two negatives gives a negative answer</Misconception>","<Construct>Carry out multiplication problems involving one negative integer</Construct>
<Subject>Multiplying and Dividing Negative Numbers</Subject>
<Question>
The product of two numbers is \( -36 \).
What could the two numbers be?
</Question>
<Answer>\( -6 \) and \( -6 \)</Answer>
<Misconception>Believes multiplying two negatives gives a negative answer</Misconception>"
"<Construct>Carry out multiplication problems involving one negative integer/Construct>
<Subject>Multiplying and Dividing Negative Numbers/Subject>
<Question>
The product of two numbers is \( -24 \).
What could the two numbers be?
</Question>
<Answer>\( -10 \) and \( -14 \)</Answer>
<Misconception>Believes that product means add rather than multiply</Misconception>","<Construct>Carry out multiplication problems involving one negative integer</Construct>
<Subject>Multiplying and Dividing Negative Numbers</Subject>
<Question>
The product of two numbers is \( -18 \).
What could the two numbers be?
</Question>
<Answer>\( -9 \) and \( -2 \)</Answer>
<Misconception>Believes that product means add rather than multiply</Misconception>"
"<Construct>Read values from piecewise functions/Construct>
<Subject>Other Graphs-Others/Subject>
<Question>
Tom is has correctly drawn the graph of the following function:
\(
y=\left\{\begin{array}{c}
3 \text { for } 0 \leq x<Q \\
P \text { for } 1.5 \leq x<4 \\
2.5 \text { for } 4 \leq x<7
\end{array}\right.
\)

What are the values of \( P \) and \( Q \) ? ![The graph is three separate horizontal lines. It goes from (0,3) to (1.5, 3), then (1.5, 2) to (4, 2) and the last section is from (4, 2.5) to (7, 2.5)]()
</Question>
<Answer>\( \begin{array}{c}P=1.5 \\ Q=2\end{array} \)</Answer>
<Misconception>When reading value from graph, reads from the wrong axes.</Misconception>","<Construct>Identify the equation of the axis of symmetry/Construct>
<Subject>Quadratic Equations and Functions-Graphs of Quadratic Functions/Subject>
<Question>
What is the equation of the axis of symmetry of the parabola represented by the graph below? ![The graph is a parabola opening upwards. It has a vertex at (–3, –2.25) and x-intercepts at (–4, 0) and (–2, 0)]()
</Question>
<Answer>x=-3</Answer>
<Misconception>When reading value from graph, reads from the wrong axes.</Misconception>"
"<Construct>Read values from piecewise functions/Construct>
<Subject>Other Graphs-Others/Subject>
<Question>
Tom is has correctly drawn the graph of the following function:
\(
y=\left\{\begin{array}{c}
3 \text { for } 0 \leq x<Q \\
P \text { for } 1.5 \leq x<4 \\
2.5 \text { for } 4 \leq x<7
\end{array}\right.
\)

What are the values of \( P \) and \( Q \) ? ![The graph is three separate horizontal lines. It goes from (0,3) to (1.5, 3), then (1.5, 2) to (4, 2) and the last section is from (4, 2.5) to (7, 2.5)]()
</Question>
<Answer>\( \begin{array}{l}P=2 \\ Q=1\end{array} \)</Answer>
<Misconception>When reading graph, chooses nearest marked value on axis instead of reading accurately</Misconception>","<Construct>Read values from piecewise functions</Construct>
<Subject>Other Graphs-Others</Subject>
<Question>
Ashley has correctly drawn the graph of the following function:
\(
y=\left\{\begin{array}{c}
2 \text { for } 1 \leq x<R \\
N \text { for } 2.5 \leq x<5 \\
3.8 \text { for } 5 \leq x<8
\end{array}\right.
\)

What are the values of \( N \) and \( R \) ? ![The graph is three separate horizontal lines. It goes from (1,2) to (2.5, 2), then (2.5, 3.5) to (5, 3.5) and the last section is from (5, 3.8) to (8, 3.8)]()
</Question>
<Answer>\( \begin{array}{l}N=3.5 \\ R=2\end{array} \)</Answer>
<Misconception>When reading graph, chooses nearest marked value on axis instead of reading accurately</Misconception>"
"<Construct>Identify the net of a non-prism/Construct>
<Subject>Nets/Subject>
<Question>
This is the net of a... ![An image with an equilateral triangle in the centre. Connected to each of the three sides of the equilateral triangle are 3 more identical, equilateral triangles forming a larger triangle shape.]()
</Question>
<Answer>Triangle</Answer>
<Misconception>Names one of the faces of a 3D shape rather than the 3D shape name</Misconception>","<Construct>Identify the net of a non-prism</Construct>
<Subject>Nets</Subject>
<Question>
This is the net of a... ![An image with a square in the centre. Connected to each of the four sides of the square are 4 more identical, rectangles forming a larger rectangular shape.]()
</Question>
<Answer>Rectangular Prism</Answer>
<Misconception>Names one of the faces of a 3D shape rather than the 3D shape name</Misconception>"
"<Construct>Identify the net of a non-prism/Construct>
<Subject>Nets/Subject>
<Question>
This is the net of a... ![An image with an equilateral triangle in the centre. Connected to each of the three sides of the equilateral triangle are 3 more identical, equilateral triangles forming a larger triangle shape.]()
</Question>
<Answer>Triangular prism</Answer>
<Misconception>Confuses pyramid with prism</Misconception>","<Construct>Identify the net of a non-prism</Construct>
<Subject>Nets</Subject>
<Question>
This is the net of a... ![An image with a square in the centre. Connected to each of the four sides of the square are 3 more identical, isosceles triangles forming a larger square shape.]()
</Question>
<Answer>Square pyramid</Answer>
<Misconception>Confuses pyramid with prism</Misconception>"
"<Construct>Expand two brackets with linear terms in the form (ax + b)(cx + d)/Construct>
<Subject>Expanding Double Brackets/Subject>
<Question>
Alison is expanding these two brackets.
What should she get when she multiplies the two terms indicated by the arrows? ![The two brackets are (5p-4)(2p-3). The arrows are pointing at the -4 in the first bracket and the -3 in the second bracket.]()
</Question>
<Answer>\( -12 \)</Answer>
<Misconception>Believes multiplying two negatives gives a negative answer</Misconception>","<Construct>Expand two brackets with linear terms in the form (ax + b)(cx + d)</Construct>
<Subject>Expanding Double Brackets</Subject>
<Question>
Ben is expanding these two brackets.
What should he get when he multiplies the two terms indicated by the arrows? ![The two brackets are (3x+2)(x-5). The arrows are pointing at the +2 in the first bracket and the -5 in the second bracket.]()
</Question>
<Answer>\( -10 \)</Answer>
<Misconception>Believes multiplying two negatives gives a negative answer</Misconception>"
"<Construct>Expand two brackets with linear terms in the form (ax + b)(cx + d)/Construct>
<Subject>Expanding Double Brackets/Subject>
<Question>
Alison is expanding these two brackets.
What should she get when she multiplies the two terms indicated by the arrows? ![The two brackets are (5p-4)(2p-3). The arrows are pointing at the -4 in the first bracket and the -3 in the second bracket.]()
</Question>
<Answer>\( -7 \)</Answer>
<Misconception>Adds instead of multiplies</Misconception>","<Construct>Expand two brackets with linear terms in the form (ax + b)(cx + d)</Construct>
<Subject>Expanding Double Brackets</Subject>
<Question>
Raj is expanding these two brackets.
What should he get when he multiplies the two terms indicated by the arrows? ![The two brackets are (3x+2)(4x-5). The arrows are pointing at the 2 in the first bracket and the -5 in the second bracket.]()
</Question>
<Answer>\(-10\)</Answer>
<Misconception>Adds instead of multiplies</Misconception>"
"<Construct>Factorise a single bracket containing a non-linear expression by taking out a single algebraic common factor (e.g. a)/Construct>
<Subject>Factorising into a Single Bracket/Subject>
<Question>
Factorise this expression, if possible:
\(
p^{2}-99p
\)
</Question>
<Answer>\( (p+9)(p-9) \)</Answer>
<Misconception>When factorising a quadratic without a non variable term, tries to double bracket factorise</Misconception>","<Construct>Factorise a single bracket containing a non-linear expression by taking out a single algebraic common factor (e.g. a)</Construct>
<Subject>Factorising into a Single Bracket</Subject>
<Question>
Factorise this expression, if possible:
\(
x^{2}+5x
\)
</Question>
<Answer>\( x(x+5) \)</Answer>
<Misconception>When factorising a quadratic without a non variable term, tries to double bracket factorise</Misconception>"
"<Construct>Factorise a single bracket containing a non-linear expression by taking out a single algebraic common factor (e.g. a)/Construct>
<Subject>Factorising into a Single Bracket/Subject>
<Question>
Factorise this expression, if possible:
\(
p^{2}-99p
\)
</Question>
<Answer>\( (p+3 \sqrt{11})(p-3 \sqrt{11}) \)</Answer>
<Misconception>When factorising a quadratic without a non variable term, tries to double bracket factorise</Misconception>","<Construct>Factorise a single bracket containing a non-linear expression by taking out a single algebraic common factor (e.g. a)</Construct>
<Subject>Factorising into a Single Bracket</Subject>
<Question>
Factorise this expression, if possible:
\(
x^{2}-50x
\)
</Question>
<Answer>\( x(x-50) \)</Answer>
<Misconception>When factorising a quadratic without a non variable term, tries to double bracket factorise</Misconception>"
"<Construct>Given a negative x value, find the corresponding y value for curves in the form y = x² + c/Construct>
<Subject>Plotting Quadratics from Tables of Values/Subject>
<Question>
Tom and Katie are discussing the table of values for \( y=x^{2}-1 \) \begin{tabular}{|l|l|}
\hline\( x \) & \( \bigstar \) \\
\hline\( y \) & \( 15 \) \\
\hline
\end{tabular} Tom says the star could be \( 4 \)

Katie says the star could be \( -4 \)

Who is correct?
</Question>
<Answer>Only
Tom</Answer>
<Misconception>Believes the square of a negative will also be negative</Misconception>","<Construct>Given a negative x value, find the corresponding y value for curves in the form y = x² + c</Construct>
<Subject>Plotting Quadratics from Tables of Values</Subject>
<Question>
Ashley and Ben are discussing the table of values for \( y=x^{2}+3 \) \begin{tabular}{|l|l|}
\hline\( x \) & \( \bigstar \) \\
\hline\( y \) & \( 12 \) \\
\hline
\end{tabular} Ashley says the star could be \( -3 \)

Ben says the star could be \( 3 \)

Who is correct?
</Question>
<Answer>Only Ben</Answer>
<Misconception>Believes the square of a negative will also be negative</Misconception>"
"<Construct>Use a protractor to measure angles between 270° and 360°/Construct>
<Subject>Measuring Angles/Subject>
<Question>
What is the size of the marked angle? ![A 360 degree protractor with 2 red lines and a pink sector marking out a reflex angle being measured by the protractor. The inner scale goes from 0 to 360 in an anti-clockwise direction. The angle is between one red line that is at 0 (inner scale) and 180 (outer scale) on the protractor and goes anti-clockwise to the other red line that is half way between 330 and 340 (inner scale) and halfway between 210 and 200 (outer scale).
]()
</Question>
<Answer>\( 345^{\circ} \)</Answer>
<Misconception>Correct scale but wrong value on protractor reading.</Misconception>","<Construct>Use a protractor to measure angles between 270° and 360°</Construct>
<Subject>Measuring Angles</Subject>
<Question>
What is the size of the marked angle? ![A 360 degree protractor with 2 red lines and a pink sector marking out a reflex angle being measured by the protractor. The inner scale goes from 0 to 360 in an anti-clockwise direction. The angle is between one red line that is at 0 (inner scale) and 180 (outer scale) on the protractor and goes anti-clockwise to the other red line that is half way between 320 and 330 (inner scale) and halfway between 220 and 210 (outer scale).
]()
</Question>
<Answer>\( 325^{\circ} \)</Answer>
<Misconception>Correct scale but wrong value on protractor reading.</Misconception>"
