MisconceptionId,MisconceptionName,MisconceptionName_rewrite_1
482,"When simplifying surds, does not understand that the simplified root is what is left after dividing out the largest square number","Fails to simplify surds by not identifying and dividing out the largest perfect square factor, leading to an incorrect simplification of the root."
483,"Thinks that the square root of an expression square roots each term in the expression, rather than square rooting the whole expression","Thinks that the square root of an expression square roots each term in the expression individually and independently, rather than applying the square root operation to the entire expression as a whole, often resulting in incorrect separation of terms or distribution of the square root operation."
484,Mistakes cube root for cubing the number,"Fails to distinguish between inverse operations involving exponents, specifically mistaking the process of taking the cube root of a number (reversing the operation of cubing) for cubing the number itself or vice versa."
485,Believes 1 is not a factor of a number,"Believes that the concept of factors only applies to composite numbers and that 1 is not a valid factor of any number, failing to recognize that 1 is a universal factor that divides all numbers without leaving a remainder."
486,Does not square the conversion factor when converting squared units,"Ignores or inaccurately applies exponent rules when converting between units, particularly with squared or higher-order quantities."
487,Believes a composite function multiplies the functions together,"Believes a composite function multiplies the functions together, rather than applying the inner function first and using the result as the input to the outer function, indicating a lack of understanding of function composition order of operations."
488,Does not correctly apply the distributive property of multiplication,"Applies multiplication operation incorrectly, failing to correctly distribute a single term across the terms of an expression or not recognizing when the distributive property of multiplication is applicable."
489,Believes speed = time/distance,"Misapplies formula by assuming speed is calculated as time divided by distance (when in fact speed is typically calculated as distance divided by time), often resulting from conflating formula components or misunderstanding unit relationships."
490,"Believes that when constructing triangles, all sides should be measured from the same point","Believes that when constructing triangles or geometric shapes, all sides or measurements should be measured from the same reference point or that lengths or angles should be applied in an absolute or uniform manner, without considering the unique properties or relationships inherent to the specific shape or figures involved."
491,Does not know how to calculate the mean,"Fails to apply the correct calculation for mean by not summing all values or not dividing by the total number of values, often incorrectly using addition or division operations, or incorrectly ordering the steps involved in calculating the mean."
492,"Believes the graph of x squared + c has the turning point of (c, 0)","Fails to recognize that a quadratic equation of the form x^2 + c represents a vertical translation of the graph of x^2, and incorrectly identifies the turning point as (c, 0) instead of (0, c), revealing a lack of understanding of vertex form and its relation to transformations."
493,Thinks you add the number of wholes to the numerator when converting a mixed number to an improper fraction.,"Fails to apply the correct conversion process when converting mixed numbers to improper fractions, specifically incorrectly adding the denominator to the numerator or adding the number of wholes to the numerator, rather than multiplying the denominator by the whole number and then adding the numerator."
494,"When comparing data, only compares one category of data rather than comparing the totals","Fails to consider the entirety or total value of data when making comparisons, instead only focusing on a single category, subset, or attribute, leading to incomplete or inaccurate conclusions."
495,Thinks converting an integer to a fraction means both the numerator and denominator are equal,"Thinks converting an integer to a fraction means both the numerator and denominator are equal, and/or does not understand that when converting an integer to a fraction the denominator can vary (e.g., 4 equals 4/1, 4/2 is incorrect, but 4/2 = 2) resulting in incorrect equivalent ratios."
496,"When subtracting decimals with a different number of decimals, subtracts one digit from more than one column","When subtracting decimals with a different number of decimals, fails to align corresponding digits correctly and incorrectly subtracts or misaligns digits, subtracting one digit from more than one column or incorrectly placing the decimal point in the result."
497,Used the digits of the decimal as the denominator,"Misinterpreted decimals by using the digits of the decimal as the denominator, rather than as a fractional representation, likely due to a lack of understanding of place value or improper handling of decimal operations."
498,Does not understand that in a ratio 1:n that one part of the ratio would be n times bigger than the one part,"Does not understand that in a ratio 1:n, one part of the ratio is n times larger than the other, and as a result, frequently misinterprets the proportional relationship and the relative size of the respective quantities."
499,Does not realise ratio in worded problem can be simplified,"Fails to simplify ratios or proportions in worded problems, resulting in an incorrect interpretation or calculation of quantities, proportions, or relationships."
500,Finds the shaded section rather than the specified section,"Misinterprets the figure or diagram by focusing on an unintended or irrelevant area, such as finding the area or perimeter of a shaded region or a specific section rather than the one specified in the question."
501,Uses tan when cos is required,"Fails to recognize the trigonometric function needed for a given calculation or incorrectly substitutes one basic trigonometric function for another when they have distinct domains or ranges, such as using tangent when cosine is required, or sine when the secant function is needed."
502,Believes multiplying a number by its square root gives the square root,"Inappropriately applies the concept of square roots when multiplying a number by its square root, mistakenly believing the result will yield the square root rather than the square of the number, often due to misunderstandings of inverse operations and the properties of radical numbers."
503,Ignores partial symbols on pictograms,"Fails to interpret and apply relevant information from diagrams, charts, or pictograms by neglecting or misinterpreting specific components, labels, or partial symbols, leading to incorrect conclusions or calculations."
504,"Given the mean and the amount of numbers, adds to find the total","Fails to apply the correct formula for finding a total when given the mean, often incorrectly adding the given mean to the number of values or using an incorrect formula to find the total (e.g., total = mean x (number of values - 1) instead of total = mean x number of values), thus demonstrating a lack of understanding of the relationship between mean, total, and the quantity of numbers."
505,Believes finding the product of two numbers gives their lowest common multiple,"Fails to distinguish between the product of two numbers and the greatest or lowest common multiple, mistakenly applying properties of multiplication to find common multiples, or alternatively, incorrectly applying algorithms for finding the lowest common multiple to multiplication problems."
506,Believes that multiplying variables is the same as adding them together,"Believes that multiplying variables is the same as adding them together, often by incorrectly applying the commutative property of addition to multiplication or ignoring the difference in operations symbols when variables or factors are involved."
507,Believes the total frequency is the overall total in a grouped table,"""Fails to account for grouped categories and overcounts; mistakenly treats the frequency of a specific category or total of a subgroup as the overall total, rather than summing frequencies across all categories or subgroups in the table."""
508,Thinks there are 1000 seconds in an hour,"Thinks there is a certain number of seconds, minutes, or hours in the given time interval or conversion, often miscounting or miscalculating the association between time units (e.g., incorrectly thinking years have 13 or 14 months), or not accounting for conversion factors between these units."
509,Believes speed is distance multiplied by time,"Fails to recognize or apply the fundamental relationship between speed (rate of movement), distance, and time, specifically, incorrectly believing that speed is equivalent to distance multiplied by time instead of being aware that speed is actually calculated as distance divided by time."
510,Believes that a positive x squared coefficient in a quadratic equation results in an n shaped graph,"Believes that the sign of the quadratic coefficient (x² term) determines the direction of the parabola's opening, but fails to consider other factors, such as the direction of the y-intercept and vertex, incorrectly assuming that a positive coefficient always results in an 'n' or downwards-oriented shape, rather than the characteristic 'U' or upwards-oriented shape."
511,Ignores the negative sign when thinking about the value of a term,"Fails to consider the effect of the negative sign when evaluating expressions, which can lead to incorrect ordering of values or computation of absolute values instead of correctly incorporating the operation associated with the negative sign."
512,"When asked to solve simultaneous equations, believes they can just find values that work in one equation","When asked to solve simultaneous equations, believes they can just find values that satisfy one equation and does not check or ensure these values also satisfy the other equation, resulting in a failure to find the solution that satisfies both equations simultaneously."
513,Believes they need to multiply the numbers together in a worded HCF question ,"Confuses greatest common factors (HCF) with multiplication or least common multiples (LCM), leading to incorrect interpretation of mathematical operations in word problems involving shared quantities or partial amounts."
514,Believes 0.5absin(c) requires only three sides (potentially confused with cosine rule),"Incorrectly applies sine rule, mistakenly believing it only requires three sides, resulting in confusion with the cosine rule, failure to consider the ambiguous case, and overlooking the necessity of two angles and one side or two sides and the included angle."
515,Does not know a rectangle is a type of parallelogram ,"Does not know or apply the hierarchical relationships between shapes, specifically that certain shapes are special cases or subsets of others (e.g. square is a rectangle and a rhombus, rectangle is a parallelogram and a trapezoid)."
516,Thinks the inverse of multiplication is addition,"Fails to recognize the inverse relationship between multiplication and division, mistakenly assuming that the inverse operation of multiplication is addition instead of division, and may apply this incorrect association when solving equations or problems involving inverse operations."
517,Assumes triangles are isosceles if they look like they are isosceles,"Assumes geometrical figures to be symmetrical or of specific shapes (e.g., isosceles, equilateral) solely based on visual appearance, without considering the relevance of given measurements, angles, or specific properties."
518,Thinks that to decrease by a percentage you multiply by 1+ the decimal equivalent to that percentage,"Fails to correctly apply the mathematical operations involved in percentage calculations, specifically thinking that to decrease a value by a certain percentage, one multiplies by 1 plus the decimal equivalent of the percentage, rather than 1 minus the decimal equivalent, resulting in the opposite effect of an increase instead of a decrease."
519,"When asked for factors of an algebraic expression, thinks a term will be a factor","When asked for factors of an algebraic expression, mistakenly believes a term in the expression will be a factor rather than identifying combinations of terms that multiply to form the given expression."
520,Thinks the inverse of addition is multiplication,"Thinks the inverse operation of addition is multiplication instead of subtraction, often leading to errors when solving equations or balancing expressions."
521,"When asked to triple, writes the digit out three times",Multiplies or increases a number by incorrectly repeating the digits or the entire number a certain number of times rather than performing the correct multiplication operation.
522,Does not count from the centre of enlargement to find the image,"Fails to apply centre of enlargement concept by neglecting to count accurately from the centre of enlargement to identify the correct image location and size in transformation problems, leading to an incorrect determination of an enlargement's outcome."
523,Believes you cannot have a negative gradient when plotting a linear sequence,"Has difficulty recognizing that linear sequences can have both positive and negative gradients, and consistently misinterprets negative gradients as impossible or indicative of non-linear relationships."
524,Does not understand square root,"Fails to apply or misunderstands the concept of square root, including not recognizing when to take the square root of a value, incorrectly taking the square root of a non-perfect square, or mistakenly treating square root as a simple arithmetic operation such as addition or multiplication."
525,Does not understand that a surd is a rational number if the number under the root is a square number,"Fails to recognize that a surd can be simplified to a rational number if the radicand (the number under the root) is a perfect square, or commonly referred to as a square number."
526,Thinks there are 10000mm in a km,"Fails to recognize or incorrectly recalls common metric conversion factors, specifically thinking there are 10000mm in a kilometer instead of 1,000,000mm or 1,000 meters."
527,Does know know equilateral means the same as regular ,"Does not know the difference between equilateral and regular shapes, specifically that 'equilateral' refers to all sides being equal in length, and 'regular' refers to both equal side lengths and equal angles."
528,Does not think that a variable with no coefficient has a coefficient of 1.,"Does not recognize that variables, terms, or expressions without an explicit coefficient, exponent, or operator have a default or implied value, such as assuming an missing coefficient is 0 instead of 1, ignoring the implied exponent of 1, or omitting operators and their associated order of operations."
529,Believes cumulative frequency is the product rather than sum of frequencies,"Confuses arithmetic operations in frequency calculations, such as believing cumulative frequency is the product of frequencies rather than the sum, which may be due to a lack of understanding of the difference between additive and multiplicative relationships in data analysis."
530,Confuses the formulas for the circumference of a full circle and the perimeter of a sector,"Inappropriately substitutes or confuses the formulas and properties of circumference of a full circle (2πr or πd), the perimeter (or arc length) of a sector, and the perimeter of a sector including the chord (or the total length around a sector), often failing to recognize key differences and applying the incorrect formula or calculation when solving problems related to circular shapes."
531,Thinks when finding a percentage you multiply by the percentage being asked,"Thinks that when finding a percentage of a value, one multiplies the original value by the percentage being asked (e.g., calculating 25% of 200 as 200 * 25, rather than converting the percentage to a decimal by dividing by 100 first)."
532,Confuses alternate and opposite angles,"Confuses alternate interior angles and opposite angles in geometric properties, specifically fails to recognize the equality of alternate interior angles between parallel lines, or mistakenly attributes properties of opposite angles to alternate angles."
533,Does not consider the variable when evaluating an expression that requires substitution.,"Fails to substitute variables with their corresponding values or evaluates the expression as if the variable's value is unknown or holds a different value, often leading to incorrect simplification or computation of algebraic or numerical expressions."
534,Does not understand what an interior angle is,"Does not understand what an interior angle is; incorrectly identifies the interior angle of a shape or polygon, confuses it with the exterior angle, or assumes it is equivalent to the angle supplementary to the exterior angle."
535,Believes a missing length on a cuboid can be found by doing volume divided by a different length,"Fails to recognize that in order to find a missing length of a cuboid, the volume must be divided by the correct product of the other two lengths (usually area of the base) rather than another individual length, typically resulting in an incorrect algebraic manipulation."
536,Ignores coefficients when forming an expression from a question,"Fails to incorporate coefficients or constants from the problem statement when translating the verbal description into a mathematical expression, resulting in an incomplete or inaccurate representation of the problem."
537,Believes you do not need to give the direction when describing a rotation,"Fails to consider the direction of rotation or assumes a default direction when it is not specified, often resulting in the incorrect application of rotational formulas or misconstruction of rotational transformations."
538,Does not perform calculations in the numerator of a fraction before division by the denominator,"Does not perform calculations in the numerator or denominator of a fraction before performing division, often treating the fraction as individual numbers and not as a single value that requires simplification."
539,Does not understand the value of zeros as placeholders,"Fails to recognize or apply the concept of place value, including the importance of zeros as placeholders, in performing calculations or operations that involve multi-digit numbers."
540,Believes the discriminant must be a perfect square for an equation to have real solutions,"Fails to understand that a quadratic equation has real solutions if and only if the discriminant (b² - 4ac) is greater than or equal to zero, incorrectly believing that the discriminant must be a perfect square, and may incorrectly conclude that an equation has complex or no solutions when the discriminant is a non-perfect square but non-negative number."
541,"When asked to find a missing number in a factor tree, finds any factor of the given number rather than the pair of the factor already given.","Fails to identify a unique factor pair when a known factor is provided in a missing factor scenario, instead selecting any possible factor of the given number regardless of the existing factor, resulting in an incorrect solution."
542,Believes constructing a perpendicular gives an angle of 60 degrees,"Fails to understand that constructing a perpendicular is a step in creating a particular angle or shape, but mistakenly believes it inherently results in an angle of 60 degrees, regardless of the specific geometric property or construction method being used."
543,"Thinks that when drawing a plan view, you only include the top layer of the shape","Fails to consider depth and obstructions when creating a 2D plan view, incorrectly assuming that only the top layer or visible features of the 3D shape need to be represented."
544,When dividing a decimal by a power of 10 adds zeroes to start of the number ignoring the placement of the initial decimal point,"Fails to adjust the decimal point when dividing or multiplying by powers of 10, often resulting in adding or removing decimal places incorrectly and misinterpreting the placement of the initial decimal point, leading to incorrect placement of the decimal point in the quotient."
545,"When given the perimeter of a regular polygon, multiplies instead of divides to find each side length","Fails to apply correct order of operations when reversing formulas to find unknown values, specifically multiplying instead of dividing when given a total value that results from multiple equal parts, such as perimeter in the case of regular polygons."
546,"After multiplying to get a common denominator, simplifies back to the original fractions","After multiplying to get a common denominator in multi-step fraction calculations, neglects to simplify the resulting fraction and either returns an answer with a common denominator or simplifies back to the original fractions."
547,Factorises difference of two squares with the same sign in both brackets,"Consistently misapplies the difference of squares algebraic identity by incorrectly using identical signs for both terms within the brackets, rather than considering one positive and one negative term when factorizing expressions of the form a^2 - b^2 or a^2 + b^2."
548,Believes that a fractional index means you need to find the reciprocal,"Believes that a fractional index means you need to find the reciprocal, rather than taking a root, and may also incorrectly apply reciprocal rules when dealing with negative and fractional exponents."
549,Incorrectly converted cm to m,"Incorrectly applied unit conversion between centimeters (cm) and meters (m), possibly by using an erroneous conversion factor (e.g., dividing by 10 instead of dividing by 100, or vice versa) or misunderstanding the decimal placement shift."
550,"When representing an inequality on a numberline, assumes the filled and unfilled circles have the opposite meaning.","Fails to correctly interpret or represent the endpoint of inequalities on a number line, often confusing open and closed circles (or brackets and parentheses) to indicate whether a value is included or excluded."
551,Believes a rectangle has four equal sides,"Believes a rectangle has four equal sides, possibly confusing it with a square, rhombus, or equilateral quadrilateral, and displaying a limited understanding of geometric properties and vocabulary."
552,Thinks the units for speed should not contain a measure of time,"""Fails to recognize that speed is a rate of change that inherently includes a time component and should be measured using units that represent a ratio of distance to time (e.g., meters per second, kilometers per hour), often incorrectly assuming that speed can be expressed solely in terms of distance units."""
553,Confuses an equation with an identity,"Confuses an equation that is only true under specific conditions with an identity that is true for all values of the variable, or incorrectly assumes that an equation that is only valid for certain cases is universally applicable."
554,Finds area of one face when asked for volume,"Finds the area of a single face or cross-section of a three-dimensional shape, rather than calculating the total volume of the entire shape as required by the problem, typically due to a lack of understanding of volume formulas or misinterpretation of the problem's requirements."
555,Only counts visible edges,"Fails to consider or incorrectly applies geometric or spatial principles, specifically only counts visible edges or lines, and neglects to account for edges or lines that may be implied, hidden, or unseen."
556,"When describing a translation, counts the corners of squares (including the starting one) rather than the number of jumps between squares.","Fails to apply correct translation or movement calculation by either counting corners of squares (including the starting one) or misunderstanding the number of jumps or units between squares, leading to inaccurate representation of movement."
557,Assumes a fact without considering enough examples,"Assumes a fact or rule without considering a sufficient number of examples or exceptions, leading to an overgeneralization or application of the concept in an incorrect context."
558,"When given a term to term sequence with multiple steps, applies one step per term","""Fails to consistently apply each step of a multi-step process across an entire sequence, instead incorrectly applying one step per term, resulting in partial and incorrect sequence calculations."""
559,Thinks depth is marked on the cross section of a prism,"Misinterprets the representation of dimensions on diagrams or cross-sections of 3D objects, specifically thinking that the depth of a prism or the height of a solid figure is marked on the cross-section view, when in fact it is usually provided separately or indicated by other visual cues or notations on the diagram."
560,Confuses class width and upper bound of the class,"Confuses class width and upper bound of the class, and/or uses class width to define the lower/upper bounds of the class, or uses upper bound to define the boundaries of the class, failing to take into account that the upper bound is the first value that starts the next class."
561,Misinterprets the order of division in worded problems,"Misinterprets the order of operations, especially division, in algebraic expressions or worded problems by performing operations from left to right, neglecting or misidentifying the order of operations as dictated by parentheses, exponents, multiplication and division, and addition and subtraction."
562,"When drawing a histogram, believes you plot cumulative frequency on the vertical axis","When interpreting and constructing histograms, incorrectly assumes that the vertical axis represents cumulative frequency rather than the frequency or count of data points within each category or interval."
563,Counts the squares rather than the diagonals when reflecting in y=x or y=-x ,"Fails to account for the relationship between coordinates when reflecting across lines of symmetry, specifically counting the squares rather than the diagonals when reflecting in y=x or y=-x, resulting in incorrect placement of the reflected image."
564,Does not understand set notation for complement (eg. A'),"Fails to recognize or apply set notation for complement, intersections, and unions, misinterpreting notations such as A' (complement of set A), A ∩ B (intersection of sets A and B), and A ∪ B (union of sets A and B), which can lead to incorrect computation, algebraic manipulation, or logical deduction involving set operations."
565,Divides rather than multiplies ,"""Fails to apply the correct operation (i.e., mistakenly divides instead of multiplies) when presented with a multiplication symbol (*) or incorrectly interprets a division word problem as a multiplication problem."""
566,Thinks the inverse of subtraction is division,"Confuses inverse operations: believes the inverse of subtraction is division instead of addition, possibly applying incorrect inverse relationships in equations involving multiple operations or operations with negative numbers."
567,"When doing operations with decimals, ignores significant zeros after the decimal point","When performing arithmetic operations with decimals, fails to consider the place value of zeros following the decimal point, leading to incorrect rounding, trailing zeros, or misplaced decimal places."
568,"When solving a problem that requires an inverse operation (e.g. missing number problems), does subtraction when division is required","When solving a problem that involves an inverse operation, mistakenly applies an incorrect inverse operation or operation order, such as performing subtraction instead of division, or performing multiplication instead of addition, often revealing an inadequate understanding of mathematical inverse relationships."
569,Believes the solutions to an equation have opposite signs from its x intercepts,"Believes the solutions to an equation have opposite signs from its x-intercepts, often due to incorrectly applying or misunderstanding the relationship between roots, zeros, or x-intercepts, and the corresponding sign of the solution, potentially stemming from a lack of understanding of function behavior, graph analysis, or algebraic manipulations."
570,Does not understand that all angles and sides must be equal for regular shapes,"Does not understand that all corresponding angles and sides must be equal for regular polygon shapes, such as squares, equilateral triangles, and regular quadrilaterals, and applies this property incorrectly or incompletely."
571,Believes a smaller number of shaded parts represents a smaller fraction,"Fails to consider the total number of parts in a fraction, incorrectly believing a smaller number of shaded parts represents a smaller fraction, and often overlooking differences in the denominators or the context in which the fractions are being compared."
572,Writes repeated letters instead of using index form of a variable,"Fails to recognize or apply the concept of index notation, instead treating variables with exponents or repeated applications as separate entities, or incorrectly writing repeated letters rather than using the more concise and conventional exponential or index form."
573,Thinks numbers are divisible by all multiples of their factors,"Ignores or misunderstands the fundamental concept of divisibility, assuming that if a number is divisible by a factor, then it is also divisible by all multiples of that factor, without considering the necessity of checking the divisibility rules for each specific multiple."
574,Thinks there are 100mm in a km,"Fails to recognize or apply the correct unit conversion factor between millimeters and kilometers, specifically, mistakenly believes that there are 100 millimeters in a kilometer instead of 1 kilometer being equal to 1,000,000 millimeters, leading to incorrect conversion calculations."
575,Thinks that when you put an input into a function machine you apply the inverse operation rather than the operation given.,"Thinks that when you put an input into a function machine, you apply the inverse operation rather than the operation given, often by mistaking the inverse relationship between operations (e.g., adding instead of subtracting, multiplying instead of dividing, or using the reciprocal of a coefficient), leading to incorrect output predictions."
576,Cannot identify a line of symmetry in a simple shape,"Cannot correctly identify or recognize the line or lines of symmetry in simple geometric shapes (e.g., squares, triangles, rectangles) and consistently demonstrates this misconception across various orientations and configurations."
577,Does not realise multiplying a variable by itself results in a power of that variable,"Does not understand, apply, or generalize the concept of exponentiation, failing to realise that multiplying a variable by itself results in a power of that variable, such as x*x being equivalent to x^2."
578,Does not recognise when a surd can be simplified,"Fails to identify and simplify surds, resulting in an unsimplified or incorrect answer, often by treating irrational numbers as constants, not recognizing perfect square factors, or not applying rules for simplifying square roots."
579,Thinks you cannot multiply by a decimal to get equivalent fractions,"Fails to recognize that multiplying a number by a decimal equivalent to 1 (e.g., 0.5 is equivalent to 1/2) can be used to obtain an equivalent fraction or decimal representation, such as in conversions between fractions, decimals, and percentages."
580,Does not understand use of the counters to represent algebra,"Does not understand the concept of using counters or variables to represent unknown or algebraic expressions in equations, and may confuse them with numerical values that need to be directly calculated or replaced with a number, often resulting in a loss of equality or incorrect equation manipulation."
581,Writes times in the afternoon as if they are morning on a 24 hour clock,"Fails to apply the 24-hour clock notation rules, specifically omitting the hour shift from AM to PM, resulting in writing times in the afternoon as if they are morning times."
582,Confuses the dependent and independent variables on the axes of a line graph,"Misinterprets the roles of variables on the axes of a line graph, such as the x-axis and y-axis, incorrectly assigning the independent variable to the y-axis and the dependent variable to the x-axis."
583,Ignores negative sign when expanding bracket,"Fails to apply correct operations when working with expressions containing negative signs within brackets or parentheses, such as incorrectly distributing a negative sign when expanding or simplifying expressions."
584,Underestimates the area of shapes when counting squares when some squares are neither wholes nor halves,"Underestimates the area of composite or irregular shapes when counting visible units (squares, etc.) by failing to accurately account for partial units or fractions of a unit, such as quarters, thirds, or other fractional components."
585,Believes lines can be parallel by having the same y intercept OR gradient,"Believes that two lines can be parallel if they have either the same y-intercept and/or a completely unrelated attribute (e.g., same gradient), but not necessarily both the same gradient and no common points, indicating a misunderstanding of the necessary conditions for parallel lines."
586,Mixes up square numbers and prime numbers,"Mixes up square numbers (numbers obtained by squaring an integer, e.g., 4, 9, 16) and prime numbers (numbers greater than 1 that have no positive divisors other than 1 and themselves, e.g., 2, 3, 5), often as a result of confusion between the two concepts, an inability to distinguish between unique factors of prime numbers versus repeat factors of square numbers, or forgetting the definitions and properties of each type of number."
587,"Thinks that when adding decimals with a different number of decimal places, you should line up the digits to the right ","Thinks that when adding decimals with a different number of decimal places, always lines up the digits to the right (i.e., ignores correct placement of the decimal point, failing to align by the smallest unit of decimal places)."
588,Thinks 10l = 1 cubic metre,"Misunderstands the conversion between units of volume or capacity, specifically equating one unit of volume (e.g., litre) to an equivalent unit in a different scale or system (e.g., cubic metres), demonstrating a lack of understanding of the conversion factors and relationships between units."
589,Believes extreme values can affect the median,"Fails to recognize that the median is resistant to extreme values and outliers, and instead believes that even a single extreme value can greatly impact or even change the position of the median in a dataset."
590,Has used slant height and base to find area of a triangle rather than perpendicular height and base,"Misapplies the area formula for triangles by using incorrect dimensions, such as relying on slant height and base instead of perpendicular height and base, or mixing up different geometric properties such as perimeter, and failing to adjust calculations accordingly."
591,Does not believe the length of a diagonal line can be worked out based on horizontal and vertical measurements,"Fails to recognize or apply the Pythagorean theorem in calculating lengths and distances in 2-dimensional spaces, often due to a lack of understanding that the length of a diagonal line can be determined using horizontal and vertical measurements."
592,Thinks a fractional scale factor changes direction as well as size,"Thinks that scaling by a fraction affects not only the magnitude, but also reverses the direction or orientation of an object, shape, or value."
593,Thinks multiplying by a variable is the same as raising to the power of that variable,"Thinks multiplying by a variable is the same as raising to the power of that variable or vice versa, such as interpreting 'xa' as a*x instead of x raised to the power of a."
594,Believes y=-f(x) is a reflection in the y-axis,"Believes y=-f(x) is a reflection in the y-axis, rather than understanding it as a reflection across the x-axis, leading to an incorrect interpretation of function transformations."
595,Believes the adjacent side is where the opposite side is in a right angled triangle,"Confuses the lengths and positions of the adjacent and opposite sides in relation to a specified angle in a right-angled triangle, possibly due to a misunderstanding of trigonometric ratios or a failure to properly identify the corresponding sides when applying trigonometric functions."
596,Chosen the longest value rather than the greatest,"Chosen the longest numerical value (i.e., the one with the most digits) rather than the greatest numerical value, disregarding the actual magnitude of the numbers when comparing or ordering them."
597,Thinks that to decrease by a percentage you just multiply by the decimal equivalent to that percentage,"Thinks that to decrease by a percentage, you just multiply the original value by the decimal equivalent of that percentage, rather than recognizing that the decrease should be calculated as a fraction of the original value (i.e., by converting the percentage to a decimal, then multiplying by the original value, and finally subtracting the resulting decrease from the original value)."
598,"When subtracting a surd from an integer, just divides the integer by the number under the surd","Fails to recognize the correct procedure for subtracting a surd from an integer and incorrectly interprets the subtraction operation by performing a division step using the integer and the number under the surd, often resulting in an incorrect rational number answer."
599,Does not understand that an obtuse angle is between 90 and 180 degrees,"Does not understand the properties and measurement of angles, specifically failing to recognize that an obtuse angle is greater than 90 degrees but less than 180 degrees, and mistakenly classifying or reasoning with it as an acute angle, a right angle, or a straight angle."
600,Thinks a horizontal line on a distance time graph means a distance of 0,"Misinterprets a horizontal line on a distance-time graph, incorrectly assuming it represents a distance of 0 rather than maintaining a constant distance or lack of movement over time."
601,Believes a less steep gradient corresponds to a faster speed,"Misinterprets the relationship between slope or gradient and rate of change, believing a less steep gradient indicates a faster speed or greater rate of increase, when in fact it represents a slower speed or smaller rate of increase."
602,"Thinks multiplying two or more negative numbers together always gives a positive answer, regardless of how many negative numbers there are in the sum","Thinks that the sign of the product of two or more negative numbers is determined solely by an odd-or-even rule for negative numbers being multiplied together, failing to apply the associative property of multiplication that dictates the resulting sign will always be positive, regardless of the actual number of negative numbers being multiplied."
603,Believes you can make assumptions about size of pie chart sectors without enough information,"Fails to recognize that angle proportions, not just visual inspection, are required to accurately compare or make assumptions about the relative size of pie chart sectors, and may make incorrect inferences without sufficient information or lack of precise proportion data."
604,Gives probability as an integer instead of a fraction,"Fails to express probability as a simplified fraction or proportion, such as giving an integer answer, or uses an incorrect scaling (e.g., giving 0.3 instead of 3/10), due to a lack of understanding of probability representation."
605,Believes the sin graph relates to the tan function,"Misconceives the trigonometric relationship between sine and tangent functions, possibly due to confusing the characteristics or overlaps between the graphs of sine and tangent, or misapplying trigonometric identities involving sine and tangent functions."
606,Does not understand how to simplify fractions,"Does not understand how to simplify fractions, or maintain the equivalence of fractions and mixed numbers, often leading to incorrect calculations involving division, or failing to reduce or convert a fraction into its simplest form."
607,Thinks the area of a sector is theta/360 x r x pi (forgetting the radius is squared),"Fails to apply the correct formula for the area of a circle sector by not squaring the radius, resulting in an incorrect formula of (theta/360) x r x pi instead of (theta/360) x pi x r^2."
608,Believes an upward line has a negative gradient,"Misconstrues the relationship between the direction of a line and its gradient, believing that lines with an upward direction or a positive slope have a negative gradient, and struggling to correctly apply the concept of gradient in various mathematical contexts, including coordinate geometry and linear equations."
609,"when dividing a fraction by an integer, multiplies the numerator by the integer","When dividing a fraction by an integer, multiplies the numerator by the integer instead of multiplying the denominator by the integer, demonstrating a lack of understanding of the order of operations and fraction division rules."
610,Does not recognise how to write a list of prime factors from a factor tree,"Does not recognise how to properly construct or interpret a factor tree to derive a list of prime factors in simple or complex numbers, or fails to identify the fundamental prime factorisation of a given number."
611,"When two digits sum to 10 or more during addition of decimals, does not carry across decimal point to preceding digit.","Fails to apply regrouping or carrying rules when summing digits or performing arithmetic operations with decimals, leading to incorrect handling of carries across place values or the decimal point."
612,"Believes that when a shape is enlarged, the area rather than the scale factor is squared","Believes that when a shape is enlarged, the area rather than the scale factor is squared, incorrectly applying the formula for area scaling by squaring the new length or width instead of the scale factor, leading to incorrect area calculations."
613,Thinks 0.3 = 1/3,"Fails to recognize the difference between a decimal and a fraction, specifically incorrectly converting a repeating decimal (0.3 is not equal to 1/3, but rather a representation of 3/10 or 0.333 recurring, which is approximately 1/3 but not exactly) in calculations or comparisons."
614,"When solving simultaneous equations, thinks you only transform the term that is being eliminated, rather than the whole equation.","When solving simultaneous equations, incorrectly assumes that operations needed to create opposite coefficients for a particular variable only transform the terms containing that variable, rather than applying those operations to the entire equation."
615,Adds rather than subtracts when using Pythagoras to find a shorter side,"Adds rather than subtracts when finding a shorter side in Pythagorean calculations, often incorrectly applying the formula as a + b + c rather than a² + b² = c² or incorrectly rearranging the formula to solve for a shorter side, such as a = b² + c² rather than a = √(c² - b²)."
616,Does not understand that 2n represents an even number,"Does not understand that 2n represents an even number, and may incorrectly apply concepts or properties exclusive to even numbers, or struggle with operations or transformations involving 2n."
617,Does not apply the inverse function to every term in an expression,"Fails to consistently apply the inverse operation to each term within an expression, specifically neglecting to change the signs, distribute, or find the reciprocal when undoing operations such as addition, subtraction, multiplication, or division."
618,Does not recall rectangle side length property,Does not recall or apply the property that opposite sides of a rectangle are equal in length.
619,Divided by 10 rather than 100,"Carries out division operations with the wrong place value order, specifically dividing by a power of 10 one place to the left of the correct value, often resulting in an answer that is off by a factor of 10."
